File Path,mata: Count,void Count
fmwww.bc.edu/repec/bocode/_/_inshell_detect_pwsh.ado,0,0
fmwww.bc.edu/repec/bocode/_/_inshell_diagnostics.ado,0,0
fmwww.bc.edu/repec/bocode/_/_inshell_get_pwsh_vers.ado,0,0
fmwww.bc.edu/repec/bocode/_/_inshell_getshell.ado,0,0
fmwww.bc.edu/repec/bocode/_/_ipwlogit_svy.ado,1,0
fmwww.bc.edu/repec/bocode/_/_isograph.ado,0,0
fmwww.bc.edu/repec/bocode/_/_ivcrc_estimator.ado,17,0
fmwww.bc.edu/repec/bocode/_/_jl.ado,0,0
fmwww.bc.edu/repec/bocode/_/_jprcout.ado,0,0
fmwww.bc.edu/repec/bocode/_/_kdens.ado,2,5
fmwww.bc.edu/repec/bocode/_/_laplaceden.ado,0,0
fmwww.bc.edu/repec/bocode/_/_laplaceevaluator.ado,0,0
fmwww.bc.edu/repec/bocode/_/_laplacereg.ado,0,0
fmwww.bc.edu/repec/bocode/_/_latitude.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lcauchyevaluator.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lcauchyreg.ado,0,0
fmwww.bc.edu/repec/bocode/_/_ldecomp.ado,2,1
fmwww.bc.edu/repec/bocode/_/_lendingtype.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lendingtype_iso2.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lendingtypename.ado,0,0
fmwww.bc.edu/repec/bocode/_/_listreg_svy.ado,1,0
fmwww.bc.edu/repec/bocode/_/_llcfbin_v.do,0,4
fmwww.bc.edu/repec/bocode/_/_lnevaluator.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lnmor_svyb.ado,0,0
fmwww.bc.edu/repec/bocode/_/_lnmor_svyr.ado,1,0
fmwww.bc.edu/repec/bocode/_/_lnreg.ado,0,0
fmwww.bc.edu/repec/bocode/_/_longitude.ado,0,0
fmwww.bc.edu/repec/bocode/_/_ltevaluator.ado,0,0
fmwww.bc.edu/repec/bocode/_/_ltreg.ado,0,0
fmwww.bc.edu/repec/bocode/_/_matau2.ado,0,0
fmwww.bc.edu/repec/bocode/_/_matchval.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mi_ESTIMATE.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mi_RUBIN.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mi_unique.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mici_bin.ado,0,0
