package,version,version_date,proxied
geocodeopen,1.0.0,2026-04-07T07:57:29Z,
geodist,1.1.0,2026-04-07T07:57:29Z,
geodist2,20150617,2026-04-07T07:57:29Z,
geoflow,1.0,2026-04-07T07:57:29Z,
geoinpoly,2.0.2,2026-04-07T07:57:29Z,
geonear,2.0.3,2026-04-07T07:57:29Z,
geoplot,1.3.5,2026-04-07T07:57:29Z,
georoute,4.2,2026-04-07T07:57:29Z,
get2ref,20251007,2026-04-07T07:57:29Z,
get_pwmse,20240322,2026-04-07T07:57:29Z,
getcensus,2.1.5,2026-04-07T07:57:29Z,
getdata,20160524,2026-04-07T07:57:29Z,
getfilename2,1.3,2026-04-07T07:57:29Z,
getiref,2.3,2026-04-07T07:57:29Z,
getmstatistic,0.1.1,2026-04-07T07:57:29Z,
getmxdata,20211016,2026-04-07T07:57:29Z,
getnhs,20241212,2026-04-07T07:57:29Z,
getprime,1.0.1,2026-04-07T07:57:29Z,
getref,20251007,2026-04-07T07:57:29Z,
getregstats,1.1.0,2026-04-07T07:57:29Z,
gets,1.2.1,2026-04-07T07:57:29Z,
getsymbols,20230504,2026-04-07T07:57:29Z,
gevfit,2.0,2026-04-07T07:57:29Z,
gformula,1.16,2026-04-07T07:57:29Z,
ggt,6.0.0,2026-04-07T07:57:29Z,
ggtax,0.9,2026-04-07T07:57:29Z,
ggtaxonomy,0.9,2026-04-07T07:57:29Z,
ghansen,1.02,2026-04-07T07:57:29Z,
ghazal_guzzler,20201022,2026-04-07T07:57:29Z,
ghistcum,1.0.0,2026-04-07T07:57:29Z,
ghk2,20240723,2026-04-07T07:57:29Z,
ghsurv,1.0,2026-04-07T07:57:29Z,
ghxt,1.0,2026-04-07T07:57:29Z,
ginidecomp,1.3,2026-04-07T07:57:29Z,
ginidesc,,2026-04-07T07:57:29Z,
giniinc,20200222,2026-04-07T07:57:29Z,
ginireg,1.0.05,2026-04-07T07:57:29Z,
gintreg,3.1,2026-04-07T07:57:29Z,
gipf,20050713,2026-04-07T07:57:29Z,
git,1.0,2026-04-07T07:57:29Z,
gitee,5.0,2026-04-07T07:57:29Z,
givgauss2,2.0.0,2026-04-07T07:57:29Z,
glcurve,3.3.0,2026-04-07T07:57:29Z,
glcurve5,20041027,2026-04-07T07:57:29Z,
glcurve7,2.0,2026-04-07T07:57:29Z,
glgamma2,1.0.0,2026-04-07T07:57:29Z,
gllamm,2.3.20,2026-04-07T07:57:29Z,
glmcorr,1.2.0,2026-04-07T07:57:29Z,
glmdeco,20151107,2026-04-07T07:57:29Z,
glst,20090511,2026-04-07T07:57:29Z,
gmap,20140928,2026-04-07T07:57:29Z,
gmci,1.0.3,2026-04-07T07:57:29Z,
gmd,2.0.0,2026-04-07T07:57:29Z,
gmemultinomial,1.0,2026-04-07T07:57:29Z,
gmlabvpos,20040225,2026-04-07T07:57:29Z,
gmmcovearn,20100904,2026-04-07T07:57:29Z,
gnbstrat,1.0.0,2026-04-07T07:57:29Z,
gnpoisson,1.0.0,2026-04-07T07:57:29Z,
goelevation,1.1,2026-04-07T07:57:29Z,
gologit,1.0.4,2026-04-07T07:57:29Z,
gologit2,3.2.8,2026-04-07T07:57:29Z,
gologit29,2.1.7,2026-04-07T07:57:29Z,
googleplaces,20160806,2026-04-07T07:57:29Z,
goprobit,20060906,2026-04-07T07:57:29Z,
goprobit2,1.0.0,2026-04-07T07:57:29Z,
gpfobl,20030520,2026-04-07T07:57:29Z,
gphepssj,,2026-04-07T07:57:29Z,
gphudak,1.2.0,2026-04-07T07:57:29Z,
gprefscode,,2026-04-07T07:57:29Z,
gpreg,20090522,2026-04-07T07:57:29Z,
gpreset,,2026-04-07T07:57:29Z,
gpscore2,20130703,2026-04-07T07:57:29Z,
gpsmd,20260106,2026-04-07T07:57:29Z,
grand,1.0.1,2026-04-07T07:57:29Z,
grand2,1.0.0,2026-04-07T07:57:29Z,
graph3d,20141019,2026-04-07T07:57:29Z,
graphbinary,20050713,2026-04-07T07:57:29Z,
graphexportpdf,20090427,2026-04-07T07:57:29Z,
graphfunctions,20260401,2026-04-07T07:57:29Z,
graphlog,1.6,2026-04-07T07:57:29Z,
grby,1.0,2026-04-07T07:57:29Z,
grc1leg2,2.26,2026-04-07T07:57:29Z,
grcomb,1.1.0,2026-04-07T07:57:29Z,
grcompare,20110324,2026-04-07T07:57:29Z,
grep,20090328,2026-04-07T07:57:29Z,
grexport,1.0.0,2026-04-07T07:57:29Z,
grfreq,1.0.0,2026-04-07T07:57:29Z,
gridsearch,1.1.0,2026-04-07T07:57:29Z,
grinset,1.0.1,2026-04-07T07:57:29Z,
grlogit,1.0.0,2026-04-07T07:57:29Z,
grmatgroups,20221001,2026-04-07T07:57:29Z,
grnote,,2026-04-07T07:57:29Z,
group1d,3.0.0,2026-04-07T07:57:29Z,
group2hdfe,1.01,2026-04-07T07:57:29Z,
group3hdfe,3.02,2026-04-07T07:57:29Z,
group_id,1.0,2026-04-07T07:57:29Z,
group_twoway,1.0,2026-04-07T07:57:29Z,
groupcl,20070511,2026-04-07T07:57:29Z,
groupdist,1.0,2026-04-07T07:57:29Z,
groupfunction,2.2,2026-04-07T07:57:29Z,
grouplabs,1.0,2026-04-07T07:57:29Z,
groups,1.4.1,2026-04-07T07:57:29Z,
groupseq,20170514,2026-04-07T07:57:29Z,
grpdf,20160521,2026-04-07T07:57:29Z,
grpvars,1.5,2026-04-07T07:57:29Z,
grqreg,2.1,2026-04-07T07:57:29Z,
grsftest,4.3,2026-04-07T07:57:29Z,
grstest,20140429,2026-04-07T07:57:29Z,
grstest2,20140206,2026-04-07T07:57:29Z,
grstyle,1.1.1,2026-04-07T07:57:29Z,
grtext,20150609,2026-04-07T07:57:29Z,
grubbs,20070129,2026-04-07T07:57:29Z,
grvar,1.0.0,2026-04-07T07:57:29Z,
grxtqreg,1.0.0,2026-04-07T07:57:29Z,
gs2sls,5.0,2026-04-07T07:57:29Z,
gs2slsar,2.0,2026-04-07T07:57:29Z,
gs2slsarxt,2.0,2026-04-07T07:57:29Z,
gs2slsxt,1.0,2026-04-07T07:57:29Z,
gs3sls,3.0,2026-04-07T07:57:29Z,
gs3slsar,2.0,2026-04-07T07:57:29Z,
gsa,20120808,2026-04-07T07:57:29Z,
gsample,1.0.8,2026-04-07T07:57:29Z,
gsdata,20160912,2026-04-07T07:57:29Z,
gsgroup,20121002,2026-04-07T07:57:29Z,
gsreg,20131124,2026-04-07T07:57:29Z,
gsum,20111004,2026-04-07T07:57:29Z,
gtools,1.10.1,2026-04-07T07:57:29Z,
gtsheckman,2.0.0,2026-04-07T07:57:29Z,
gumbelfit,1.0.1,2026-04-07T07:57:29Z,
guttmanl,2.2.0,2026-04-07T07:57:29Z,
gvselect,1.0.0,2026-04-07T07:57:29Z,
gweakivtest,20260314,2026-04-07T07:57:29Z,
gwhet,,2026-04-07T07:57:29Z,
gzipuse,0.2,2026-04-07T07:57:29Z,
gziputil,20210624,2026-04-07T07:57:29Z,
gzsave,0.1,2026-04-07T07:57:29Z,
hadrilm,1.0.3,2026-04-07T07:57:29Z,
haif,20131005,2026-04-07T07:57:29Z,
haiku,20201121,2026-04-07T07:57:29Z,
halfnorm_dist,20240627,2026-04-07T07:57:29Z,
hallt-skewt,20090804,2026-04-07T07:57:29Z,
hamiltonfilter,20200401,2026-04-07T07:57:29Z,
hammock,2.2.0,2026-04-07T07:57:29Z,
hangroot,1.5.0,2026-04-07T07:57:29Z,
hanoitower,0.1,2026-04-07T07:57:29Z,
hansen2,20021017,2026-04-07T07:57:29Z,
hapblock,20050601,2026-04-07T07:57:29Z,
hapipf,20060517,2026-04-07T07:57:29Z,
harmby,20040303,2026-04-07T07:57:29Z,
hatemicoint,1.0.1,2026-04-07T07:57:29Z,
hausman,1.0.0,2026-04-07T07:57:29Z,
hazdcmp,1.0,2026-04-07T07:57:29Z,
hbar,1.4.4,2026-04-07T07:57:29Z,
hbox,1.2.0,2026-04-07T07:57:29Z,
hcaccprox,20040517,2026-04-07T07:57:29Z,
hcavar,3.2,2026-04-07T07:57:29Z,
hcnbreg,1.0.0,2026-04-07T07:57:29Z,
hdfe,3.2.9,2026-04-07T07:57:29Z,
hdquantile,1.0.0,2026-04-07T07:57:29Z,
heabs,20200219,2026-04-07T07:57:29Z,
head,1.0.0,2026-04-07T07:57:29Z,
healthequal,20240502,2026-04-07T07:57:29Z,
heart,20210517,2026-04-07T07:57:29Z,
heatmapgraph,20181007,2026-04-07T07:57:29Z,
heatplot,1.1.1,2026-04-07T07:57:29Z,
heckprob2,6.0.11,2026-04-07T07:57:29Z,
heckroc,1.0.0,2026-04-07T07:57:29Z,
hegy4,1.0.5,2026-04-07T07:57:29Z,
heterogi,2.0,2026-04-07T07:57:29Z,
hetop,3.0,2026-04-07T07:57:29Z,
hetprob,1.0.0,2026-04-07T07:57:29Z,
hetred,20080114,2026-04-07T07:57:29Z,
hetsar,1.2.0,2026-04-07T07:57:29Z,
hettreatreg,1.0.0,2026-04-07T07:57:29Z,
hful_hlim,20220118,2026-04-07T07:57:29Z,
hgclg,1.0.0,2026-04-07T07:57:29Z,
hglogit,1.0.0,2026-04-07T07:57:29Z,
hhi,20120830,2026-04-07T07:57:29Z,
hhi5,20160721,2026-04-07T07:57:29Z,
hibi,1.0,2026-04-07T07:57:29Z,
hildasetup,20130601,2026-04-07T07:57:29Z,
himap,2.0,2026-04-07T07:57:29Z,
himatrix,1.1,2026-04-07T07:57:29Z,
hireg,2.1,2026-04-07T07:57:29Z,
hist3,20000615,2026-04-07T07:57:29Z,
histbox,1.1,2026-04-07T07:57:29Z,
historaj,2.0,2026-04-07T07:57:29Z,
histplot,19991029,2026-04-07T07:57:29Z,
hkar,20230709,2026-04-07T07:57:29Z,
hkprlink,20240221,2026-04-07T07:57:29Z,
hkstock,20230709,2026-04-07T07:57:29Z,
hktrade,20230709,2026-04-07T07:57:29Z,
hkwarrant,20230709,2026-04-07T07:57:29Z,
hl,20130928,2026-04-07T07:57:29Z,
hlist,1.1.0,2026-04-07T07:57:29Z,
hlm,2.0,2026-04-07T07:57:29Z,
hlp2html,20101201,2026-04-07T07:57:29Z,
hlp2pdf,1.0.1,2026-04-07T07:57:29Z,
hlp2winpdf,20100311,2026-04-07T07:57:29Z,
hlpdir,1.0.0,2026-04-07T07:57:29Z,
hlpedit,1.0.0,2026-04-07T07:57:29Z,
hmap,20110317,2026-04-07T07:57:29Z,
hmindex,1.0.2,2026-04-07T07:57:29Z,
hnbclg,1.0.0,2026-04-07T07:57:29Z,
hnblogit,1.0.0,2026-04-07T07:57:29Z,
hnbreg1,1.0.0,2026-04-07T07:57:29Z,
hodgesl,1.0.0,2026-04-07T07:57:29Z,
hoi,1.7,2026-04-07T07:57:29Z,
hoishapely,20130317,2026-04-07T07:57:29Z,
hoishapley,20130702,2026-04-07T07:57:29Z,
holsti,1.1.3,2026-04-07T07:57:29Z,
honestdid,1.3.0,2026-04-07T07:57:29Z,
hotdeck,20070902,2026-04-07T07:57:29Z,
hotdeckvar,1.1.1,2026-04-07T07:57:29Z,
hotvalue,1.0,2026-04-07T07:57:29Z,
how_many_imputations,20180110,2026-04-07T07:57:29Z,
hpc,20150215,2026-04-07T07:57:29Z,
hpclg,1.0.0,2026-04-07T07:57:29Z,
hpfilter,20191002,2026-04-07T07:57:29Z,
hplogit,1.0.0,2026-04-07T07:57:29Z,
hplot,1.4.4,2026-04-07T07:57:29Z,
hprescott,1.0.7,2026-04-07T07:57:29Z,
hrimvol,20181117,2026-04-07T07:57:29Z,
hshaz,1.2.0,2026-04-07T07:57:29Z,
hsmode,1.0.0,2026-04-07T07:57:29Z,
hte,1.1.2,2026-04-07T07:57:29Z,
htmlcb,1.0.0,2026-04-07T07:57:29Z,
htmltab2stata,20190124,2026-04-07T07:57:29Z,
htmltit,20170402,2026-04-07T07:57:29Z,
htmlutil,20181225,2026-04-07T07:57:29Z,
hue,20130508,2026-04-07T07:57:29Z,
hummels,20130930,2026-04-07T07:57:29Z,
hutchens,1.0.0,2026-04-07T07:57:29Z,
i_ineq,2.0.0,2026-04-07T07:57:29Z,
iati,1.0,2026-04-07T07:57:29Z,
ic,0.1.2,2026-04-07T07:57:29Z,
icalc,20220304,2026-04-07T07:57:29Z,
icc2,20241103,2026-04-07T07:57:29Z,
icc23,20090325,2026-04-07T07:57:29Z,
iccconf,20081119,2026-04-07T07:57:29Z,
iccvar,20130801,2026-04-07T07:57:29Z,
icdpic,20101029,2026-04-07T07:57:29Z,
ice,1.9.7,2026-04-07T07:57:29Z,
icet,1.0,2026-04-07T07:57:29Z,
icio,1.3.1,2026-04-07T07:57:29Z,
icomp,,2026-04-07T07:57:29Z,
icw_index,20201103,2026-04-07T07:57:29Z,
idonepsu,1.1,2026-04-07T07:57:29Z,
ie_rate,20140212,2026-04-07T07:57:29Z,
iefieldkit,3.2,2026-04-07T07:57:29Z,
ietoolkit,7.5,2026-04-07T07:57:29Z,
ifin,1.0.0,2026-04-07T07:57:29Z,
ifwins,20110226,2026-04-07T07:57:29Z,
igeintb,20191018,2026-04-07T07:57:29Z,
igencox,1.0.0,2026-04-07T07:57:29Z,
igenerate,1.0.3,2026-04-07T07:57:29Z,
igeset,20191018,2026-04-07T07:57:29Z,
igesetci,20191018,2026-04-07T07:57:29Z,
igini,1.0,2026-04-07T07:57:29Z,
igini1,1.0,2026-04-07T07:57:29Z,
ihelp,1.2,2026-04-07T07:57:29Z,
ihstrans,1.0,2026-04-07T07:57:29Z,
iia,1.0.0,2026-04-07T07:57:29Z,
ilr,1.0,2026-04-07T07:57:29Z,
imbalance,1.0.0,2026-04-07T07:57:29Z,
imperfectiv,1.1.0,2026-04-07T07:57:29Z,
importsav,3.0.5,2026-04-07T07:57:29Z,
imputeitems,2.4,2026-04-07T07:57:29Z,
imputemok,2.1,2026-04-07T07:57:29Z,
imputerasch,20080801,2026-04-07T07:57:29Z,
imusic,1.14,2026-04-07T07:57:29Z,
imvol,1.0,2026-04-07T07:57:29Z,
inccat,20070222,2026-04-07T07:57:29Z,
inclusion_economics_scheme,20220315,2026-04-07T07:57:29Z,
indeplist,1.0.2,2026-04-07T07:57:29Z,
index,1.0,2026-04-07T07:57:29Z,
ineq,1.0.0,2026-04-07T07:57:29Z,
ineqdec0,2.2.0,2026-04-07T07:57:29Z,
ineqdecgini,1.0.0,2026-04-07T07:57:29Z,
ineqdeco,2.2.0,2026-04-07T07:57:29Z,
ineqfac,2.1.1,2026-04-07T07:57:29Z,
ineqop,20260318,2026-04-07T07:57:29Z,
ineqord,1.0.4,2026-04-07T07:57:29Z,
ineqrbd,2.2.1,2026-04-07T07:57:29Z,
inequal2,,2026-04-07T07:57:29Z,
inequal7,20071202,2026-04-07T07:57:29Z,
inflate,20240630,2026-04-07T07:57:29Z,
ingap,20120721,2026-04-07T07:57:29Z,
inlist2,20221124,2026-04-07T07:57:29Z,
inmor,20230116,2026-04-07T07:57:29Z,
inorm,20090116,2026-04-07T07:57:29Z,
insheetjson,20140906,2026-04-07T07:57:29Z,
inshell,2.8,2026-04-07T07:57:29Z,
insingap,20130321,2026-04-07T07:57:29Z,
insob,1.1,2026-04-07T07:57:29Z,
installpkg,1.3.1,2026-04-07T07:57:29Z,
int_utils,20140815,2026-04-07T07:57:29Z,
intcens,20051012,2026-04-07T07:57:29Z,
inteff3,20090709,2026-04-07T07:57:29Z,
integrate,20180810,2026-04-07T07:57:29Z,
integrate_aq,20180719,2026-04-07T07:57:29Z,
interactplot,1.1,2026-04-07T07:57:29Z,
interflex,20170304,2026-04-07T07:57:29Z,
intext,20170401,2026-04-07T07:57:29Z,
intgph,20110226,2026-04-07T07:57:29Z,
intreg2,20011020,2026-04-07T07:57:29Z,
intsolver,20140829,2026-04-07T07:57:29Z,
intterms,1.0.0,2026-04-07T07:57:29Z,
invcdf,1.0.2,2026-04-07T07:57:29Z,
invcise,20180806,2026-04-07T07:57:29Z,
invdesc,20201122,2026-04-07T07:57:29Z,
invgammafit,1.0.1,2026-04-07T07:57:29Z,
invgaussfit,1.0.0,2026-04-07T07:57:29Z,
iop,2.6,2026-04-07T07:57:29Z,
iot,2.0,2026-04-07T07:57:29Z,
iota,1.0.0,2026-04-07T07:57:29Z,
ipabcstats,1.0,2026-04-07T07:57:29Z,
ipdfc,1.2.2,2026-04-07T07:57:29Z,
ipdforest,20190914,2026-04-07T07:57:29Z,
ipdmetan,4.03,2026-04-07T07:57:29Z,
ipdpower,20181108,2026-04-07T07:57:29Z,
ipf,20090722,2026-04-07T07:57:29Z,
ipfraking,20180512,2026-04-07T07:57:29Z,
ipfweight,20111029,2026-04-07T07:57:29Z,
ipshin,1.0.10,2026-04-07T07:57:29Z,
ipwbreg,20220725,2026-04-07T07:57:29Z,
ipwlogit,1.0.8,2026-04-07T07:57:29Z,
iquantile,1.1.0,2026-04-07T07:57:29Z,
ira,0.1.0,2026-04-07T07:57:29Z,
irax,1.0.0,2026-04-07T07:57:29Z,
irr,20130207,2026-04-07T07:57:29Z,
irrepro,,2026-04-07T07:57:29Z,
irscharities,1.0.1,2026-04-07T07:57:29Z,
isa,20120808,2026-04-07T07:57:29Z,
isco,,2026-04-07T07:57:29Z,
iscogen,1.0.6,2026-04-07T07:57:29Z,
iscoil,20201122,2026-04-07T07:57:29Z,
isko,20041020,2026-04-07T07:57:29Z,
isocodes,1.3.2,2026-04-07T07:57:29Z,
isogini,1.0.4,2026-04-07T07:57:29Z,
isograph,20170608,2026-04-07T07:57:29Z,
isopoverty,1.2,2026-04-07T07:57:29Z,
istdize,1.2.0,2026-04-07T07:57:29Z,
isvar,1.0.0,2026-04-07T07:57:29Z,
itmeus,1.0.2,2026-04-07T07:57:29Z,
itpscore,20211124,2026-04-07T07:57:29Z,
itsa,1.0.0,2026-04-07T07:57:29Z,
itsadgp,2.0.0,2026-04-07T07:57:29Z,
itsamatch,1.4.0,2026-04-07T07:57:29Z,
itsaperm,1.0.2,2026-04-07T07:57:29Z,
itsarand,1.0.0,2026-04-07T07:57:29Z,
itsp_ado,20100523,2026-04-07T07:57:29Z,
itspower,20180606,2026-04-07T07:57:29Z,
itvalpctile,20211124,2026-04-07T07:57:29Z,
ivactest,1.0.6,2026-04-07T07:57:29Z,
ivbounds,20210621,2026-04-07T07:57:29Z,
ivcheck,20140517,2026-04-07T07:57:29Z,
ivcloglog,2.0.1,2026-04-07T07:57:29Z,
ivcrc,20221206,2026-04-07T07:57:29Z,
ivdesc,20210319,2026-04-07T07:57:29Z,
ivendog,1.0.7,2026-04-07T07:57:29Z,
ivgauss2,2.0.0,2026-04-07T07:57:29Z,
ivglog,,2026-04-07T07:57:29Z,
ivgmm0,1.1.11,2026-04-07T07:57:29Z,
ivgravity,20191014,2026-04-07T07:57:29Z,
ivhettest,1.2.1,2026-04-07T07:57:29Z,
ivlpirf2,1.0.0,2026-04-07T07:57:29Z,
ivmediate,1.0.4,2026-04-07T07:57:29Z,
ivolsdec,1.0.2,2026-04-07T07:57:29Z,
ivpermute,1.0.0,2026-04-07T07:57:29Z,
ivpois,1.1.8,2026-04-07T07:57:29Z,
ivprob-ivtobit,,2026-04-07T07:57:29Z,
ivprob-ivtobit6,20051024,2026-04-07T07:57:29Z,
ivqreg2,20230306,2026-04-07T07:57:29Z,
ivreg2,4.1.12,2026-04-07T07:57:29Z,
ivreg210,3.1.10,2026-04-07T07:57:29Z,
ivreg28,2.1.22,2026-04-07T07:57:29Z,
ivreg29,2.2.14,2026-04-07T07:57:29Z,
ivreg2h,1.1.10,2026-04-07T07:57:29Z,
ivreg2hdfe,1.0.0,2026-04-07T07:57:29Z,
ivreg2m,1.0.5,2026-04-07T07:57:29Z,
ivreg_ss,20241116,2026-04-07T07:57:29Z,
ivreghdfe,1.1.4,2026-04-07T07:57:29Z,
ivregress2,1.0.1,2026-04-07T07:57:29Z,
ivreset,1.0.08,2026-04-07T07:57:29Z,
ivtreatreg,1.1.1,2026-04-07T07:57:29Z,
ivvif,1.0.3,2026-04-07T07:57:29Z,
jaccard,1.0.0,2026-04-07T07:57:29Z,
jarowinkler,1.4,2026-04-07T07:57:29Z,
jb,,2026-04-07T07:57:29Z,
jb6,,2026-04-07T07:57:29Z,
jc,20160327,2026-04-07T07:57:29Z,
jformat,20181104,2026-04-07T07:57:29Z,
jmpierce,1.0.7,2026-04-07T07:57:29Z,
jmpierce2,1.0.6,2026-04-07T07:57:29Z,
jnsn,20070228,2026-04-07T07:57:29Z,
johans,3.0,2026-04-07T07:57:29Z,
joinvars,1.0.4,2026-04-07T07:57:29Z,
jonter,20080826,2026-04-07T07:57:29Z,
joy_plot,1.53,2026-04-07T07:57:29Z,
joyplot,1.91,2026-04-07T07:57:29Z,
jqte,1.2,2026-04-07T07:57:29Z,
jrule,20180505,2026-04-07T07:57:29Z,
jsonio,0.0.7,2026-04-07T07:57:29Z,
julia,20260119,2026-04-07T07:57:29Z,
jwdid,2.2,2026-04-07T07:57:29Z,
kalpha,1.3.0,2026-04-07T07:57:29Z,
kanom,1.0,2026-04-07T07:57:29Z,
kapgof,1.4,2026-04-07T07:57:29Z,
kaplansky,2.0.0,2026-04-07T07:57:29Z,
kappa2,0.0.1,2026-04-07T07:57:29Z,
kappaetc,2.1.0,2026-04-07T07:57:29Z,
kappalate,1.1.0,2026-04-07T07:57:29Z,
kapprevi,1.0.0,2026-04-07T07:57:29Z,
kaputil,20041222,2026-04-07T07:57:29Z,
katego,1.0,2026-04-07T07:57:29Z,
kdbox,1.1,2026-04-07T07:57:29Z,
kdens,2.0.2,2026-04-07T07:57:29Z,
kdens2,1.2.0,2026-04-07T07:57:29Z,
kdmany,19991001,2026-04-07T07:57:29Z,
keeporder,1.0,2026-04-07T07:57:29Z,
keepvar,20100126,2026-04-07T07:57:29Z,
kernel,1.0,2026-04-07T07:57:29Z,
kernreg1,1.00,2026-04-07T07:57:29Z,
kernreg2,1.0.1,2026-04-07T07:57:29Z,
keyby,20140730,2026-04-07T07:57:29Z,
keyplot,,2026-04-07T07:57:29Z,
kfoldclass,2.3.0,2026-04-07T07:57:29Z,
khb,2.16,2026-04-07T07:57:29Z,
kinkyreg,1.1.1,2026-04-07T07:57:29Z,
kit_livingincome,20200809,2026-04-07T07:57:29Z,
kitchensink,20130508,2026-04-07T07:57:29Z,
kldbrecode,20250910,2026-04-07T07:57:29Z,
kmatch,1.1.5,2026-04-07T07:57:29Z,
kmest,20250718,2026-04-07T07:57:29Z,
kmtest,1.0.2,2026-04-07T07:57:29Z,
knapsack,20190112,2026-04-07T07:57:29Z,
kobo2stata,20210723,2026-04-07T07:57:29Z,
koenker,1.0.0,2026-04-07T07:57:29Z,
konfound,20251119,2026-04-07T07:57:29Z,
kotlarski,20211117,2026-04-07T07:57:29Z,
kountry,2.1.6,2026-04-07T07:57:29Z,
kpss,1.2.3,2026-04-07T07:57:29Z,
kr20,19990914,2026-04-07T07:57:29Z,
krippalpha,1.3.3,2026-04-07T07:57:29Z,
krls,20150306,2026-04-07T07:57:29Z,
ksi,20130413,2026-04-07T07:57:29Z,
ksmirnov2var,20230427,2026-04-07T07:57:29Z,
kssur,1.1,2026-04-07T07:57:29Z,
ksur,1.1,2026-04-07T07:57:29Z,
kuipertest,1.1.0,2026-04-07T07:57:29Z,
kwallis2,19990620,2026-04-07T07:57:29Z,
kwstat,1.0,2026-04-07T07:57:29Z,
ky_fit,2.2,2026-04-07T07:57:29Z,
labcenswdi,20101201,2026-04-07T07:57:29Z,
labeldatasyntax,1.1,2026-04-07T07:57:29Z,
labellacking,1.4.0,2026-04-07T07:57:29Z,
labellist,1.0.8,2026-04-07T07:57:29Z,
labelmiss,20040824,2026-04-07T07:57:29Z,
labelsof,1.0.0,2026-04-07T07:57:29Z,
labelutil,20090418,2026-04-07T07:57:29Z,
labgen,2.0.0,2026-04-07T07:57:29Z,
lablist,20180118,2026-04-07T07:57:29Z,
labmatch,20110401,2026-04-07T07:57:29Z,
labmm,1.0.5,2026-04-07T07:57:29Z,
labmv,1.0.8,2026-04-07T07:57:29Z,
labone,1.2,2026-04-07T07:57:29Z,
labrec,1.0.4,2026-04-07T07:57:29Z,
labsort,,2026-04-07T07:57:29Z,
labsumm,1.0.0,2026-04-07T07:57:29Z,
labundef,1.0.1,2026-04-07T07:57:29Z,
labup,1.0.0,2026-04-07T07:57:29Z,
labutil,20131123,2026-04-07T07:57:29Z,
labutil2,20130406,2026-04-07T07:57:29Z,
labvalch3,1.0.9,2026-04-07T07:57:29Z,
labvalcl,1.0.2,2026-04-07T07:57:29Z,
labvalpool,1.0.5,2026-04-07T07:57:29Z,
labvars,1.0.5,2026-04-07T07:57:29Z,
lambda,1.0.0,2026-04-07T07:57:29Z,
landemets,1.1.4,2026-04-07T07:57:29Z,
lany,1.1.0,2026-04-07T07:57:29Z,
laplacereg,20181007,2026-04-07T07:57:29Z,
lars,20140722,2026-04-07T07:57:29Z,
lasagna,20181013,2026-04-07T07:57:29Z,
lassopack,20240918,2026-04-07T07:57:29Z,
lastupto,20180806,2026-04-07T07:57:29Z,
latab,1.1.1,2026-04-07T07:57:29Z,
lbpower,1.0.1,2026-04-07T07:57:29Z,
lbsvmat,1.1,2026-04-07T07:57:29Z,
lcaentropy,20230613,2026-04-07T07:57:29Z,
lclogit,20130917,2026-04-07T07:57:29Z,
lclogit2,1.3.0,2026-04-07T07:57:29Z,
lcmc,20130515,2026-04-07T07:57:29Z,
lddtest,20250422,2026-04-07T07:57:29Z,
ldecomp,1.1.4,2026-04-07T07:57:29Z,
ldtest,1.0,2026-04-07T07:57:29Z,
le8,1.0.0,2026-04-07T07:57:29Z,
leanout,1.0.0,2026-04-07T07:57:29Z,
leebounds,1.5,2026-04-07T07:57:29Z,
leedtwoway,0.1,2026-04-07T07:57:29Z,
leftalign,2.0.3,2026-04-07T07:57:29Z,
leslie,1.0.0,2026-04-07T07:57:29Z,
levels,1.1.1,2026-04-07T07:57:29Z,
levene,20040503,2026-04-07T07:57:29Z,
levinlin,1.1.5,2026-04-07T07:57:29Z,
levpredict,1.0.0,2026-04-07T07:57:29Z,
lfk,20251024,2026-04-07T07:57:29Z,
lfsum,,2026-04-07T07:57:29Z,
lgamma2,1.0.2,2026-04-07T07:57:29Z,
lgraph,3.0.3,2026-04-07T07:57:29Z,
lhaversine,20250727,2026-04-07T07:57:29Z,
lianxh,1.5,2026-04-07T07:57:29Z,
libd3,20160401,2026-04-07T07:57:29Z,
libhtml,0.0.3,2026-04-07T07:57:29Z,
libjson,20140906,2026-04-07T07:57:29Z,
lincheck,2.0,2026-04-07T07:57:29Z,
lincom2,20031203,2026-04-07T07:57:29Z,
lincomest,20160719,2026-04-07T07:57:29Z,
linequate,20110329,2026-04-07T07:57:29Z,
linkplot,1.1.0,2026-04-07T07:57:29Z,
lintrend,3.2.5,2026-04-07T07:57:29Z,
linuxlsd1,20160404,2026-04-07T07:57:29Z,
linuxlsdl,20160404,2026-04-07T07:57:29Z,
lisrelinput,20110414,2026-04-07T07:57:29Z,
listfirst,2.0.0,2026-04-07T07:57:29Z,
listmiss,1.0,2026-04-07T07:57:29Z,
listreg,1.0.3,2026-04-07T07:57:29Z,
listsome,1.1.3,2026-04-07T07:57:29Z,
listtab,20210709,2026-04-07T07:57:29Z,
listtex,20091027,2026-04-07T07:57:29Z,
listutil,,2026-04-07T07:57:29Z,
ljs,,2026-04-07T07:57:29Z,
lmabg,1.0,2026-04-07T07:57:29Z,
lmabg2,1.0,2026-04-07T07:57:29Z,
lmabgnl,1.0,2026-04-07T07:57:29Z,
lmabgxt,1.0,2026-04-07T07:57:29Z,
lmabp,1.0,2026-04-07T07:57:29Z,
lmabp2,1.0,2026-04-07T07:57:29Z,
lmabpg,1.0,2026-04-07T07:57:29Z,
lmabpg2,1.0,2026-04-07T07:57:29Z,
