package,version,version_date,proxied
crater,10.1.1,2026-04-07T07:57:29Z,
creplace,20101221,2026-04-07T07:57:29Z,
crhdreg,20220628,2026-04-07T07:57:29Z,
crm,20150811,2026-04-07T07:57:29Z,
crossfold,20120223,2026-04-07T07:57:29Z,
crossplot,3.0.1,2026-04-07T07:57:29Z,
crossvalidate,1.2.2,2026-04-07T07:57:29Z,
crossvalidate2,20241216,2026-04-07T07:57:29Z,
crosswalk,1.0.7,2026-04-07T07:57:29Z,
crtest,1.2,2026-04-07T07:57:29Z,
crtrees,2.0,2026-04-07T07:57:29Z,
csdid,1.81,2026-04-07T07:57:29Z,
csipolate,1.0.1,2026-04-07T07:57:29Z,
csjl,1.1.0,2026-04-07T07:57:29Z,
csranks,1.0,2026-04-07T07:57:29Z,
cstable,20071011,2026-04-07T07:57:29Z,
csti,1.1,2026-04-07T07:57:29Z,
csum,1.0.0,2026-04-07T07:57:29Z,
csumchart,20241006,2026-04-07T07:57:29Z,
csvconvert,20141011,2026-04-07T07:57:29Z,
cta,1.0.1,2026-04-07T07:57:29Z,
ctabstat,1.1.0,2026-04-07T07:57:29Z,
ctohri,1.0,2026-04-07T07:57:29Z,
ctreatreg,1.0.0,2026-04-07T07:57:29Z,
cub,20211215,2026-04-07T07:57:29Z,
cuentacot,20120118,2026-04-07T07:57:29Z,
cureregr,2.3,2026-04-07T07:57:29Z,
cureregr8,2.1,2026-04-07T07:57:29Z,
curvefit,20201123,2026-04-07T07:57:29Z,
cusum6,1.0,2026-04-07T07:57:29Z,
cusum9,1.0,2026-04-07T07:57:29Z,
cutpt,20131016,2026-04-07T07:57:29Z,
cv,20141209,2026-04-07T07:57:29Z,
cv2,0.2.0,2026-04-07T07:57:29Z,
cv_kfold,1.2,2026-04-07T07:57:29Z,
cv_regress,1.1,2026-04-07T07:57:29Z,
cvauroc,1.6.7,2026-04-07T07:57:29Z,
cvcrand,20251031,2026-04-07T07:57:29Z,
cvequal,1.0.0,2026-04-07T07:57:29Z,
cvmtest,1.1.0,2026-04-07T07:57:29Z,
cvxhull,20040206,2026-04-07T07:57:29Z,
cwmglm,20240528,2026-04-07T07:57:29Z,
cycleplot,1.2.0,2026-04-07T07:57:29Z,
d3network,1.0,2026-04-07T07:57:29Z,
dadjoke,20201002,2026-04-07T07:57:29Z,
dag,20190821,2026-04-07T07:57:29Z,
dagfit,1.1,2026-04-07T07:57:29Z,
dagumfit,1.2.1,2026-04-07T07:57:29Z,
dash,1.0.2,2026-04-07T07:57:29Z,
dashgph,20001204,2026-04-07T07:57:29Z,
dashln,20000628,2026-04-07T07:57:29Z,
datacheck,20110220,2026-04-07T07:57:29Z,
dataex,2.0.3,2026-04-07T07:57:29Z,
datanet,20170301,2026-04-07T07:57:29Z,
dataout,20091028,2026-04-07T07:57:29Z,
dataplink,20120207,2026-04-07T07:57:29Z,
datefrac,20231012,2026-04-07T07:57:29Z,
datelist,20010305,2026-04-07T07:57:29Z,
datesum,1.2.0,2026-04-07T07:57:29Z,
datmat,1.0.0,2026-04-07T07:57:29Z,
dbmscopybatch,20050924,2026-04-07T07:57:29Z,
dbnomics,1.2.0,2026-04-07T07:57:29Z,
dcreate,1.4.1,2026-04-07T07:57:29Z,
ddf2dct,1.1,2026-04-07T07:57:29Z,
ddml,1.4.4,2026-04-07T07:57:29Z,
deci,20201123,2026-04-07T07:57:29Z,
decomp,1.7,2026-04-07T07:57:29Z,
decompose,1.2,2026-04-07T07:57:29Z,
delaunay,1.2,2026-04-07T07:57:29Z,
delta,20080312,2026-04-07T07:57:29Z,
demotivate,20181229,2026-04-07T07:57:29Z,
denton,1.3.0,2026-04-07T07:57:29Z,
dep4asm,1.0.2,2026-04-07T07:57:29Z,
dependencies,0.2,2026-04-07T07:57:29Z,
depthplot,1.1.0,2026-04-07T07:57:29Z,
des2,3.2.0,2026-04-07T07:57:29Z,
descgen,20200509,2026-04-07T07:57:29Z,
desclong,20200419,2026-04-07T07:57:29Z,
descogini,20080922,2026-04-07T07:57:29Z,
descriptive_table,2.2,2026-04-07T07:57:29Z,
descsave,20230520,2026-04-07T07:57:29Z,
designplot,1.1.0,2026-04-07T07:57:29Z,
desma,20190207,2026-04-07T07:57:29Z,
desmat,3.2,2026-04-07T07:57:29Z,
detect,20040517,2026-04-07T07:57:29Z,
devcon,1.0.9,2026-04-07T07:57:29Z,
devnplot,1.0.5,2026-04-07T07:57:29Z,
devr2,1.0.2,2026-04-07T07:57:29Z,
dfao,1.0.7,2026-04-07T07:57:29Z,
dfgls,1.3.10,2026-04-07T07:57:29Z,
dfl,2.0,2026-04-07T07:57:29Z,
dfsummary,20130827,2026-04-07T07:57:29Z,
dftol,20130122,2026-04-07T07:57:29Z,
dgraph,20230330,2026-04-07T07:57:29Z,
diagma,20211016,2026-04-07T07:57:29Z,
diagram,20161005,2026-04-07T07:57:29Z,
diagreg,2.0,2026-04-07T07:57:29Z,
diagreg2,2.0,2026-04-07T07:57:29Z,
diagsampsi,1.0.0,2026-04-07T07:57:29Z,
diagt,2.032,2026-04-07T07:57:29Z,
diagtest,19990106,2026-04-07T07:57:29Z,
dichoct,1.0.0,2026-04-07T07:57:29Z,
dict,20210216,2026-04-07T07:57:29Z,
did2s,0.5,2026-04-07T07:57:29Z,
did_had,20240824,2026-04-07T07:57:29Z,
did_imputation,20231122,2026-04-07T07:57:29Z,
did_multiplegt,20240719,2026-04-07T07:57:29Z,
did_multiplegt_dyn,20260217,2026-04-07T07:57:29Z,
did_multiplegt_old,20240719,2026-04-07T07:57:29Z,
did_multiplegt_stat,20260210,2026-04-07T07:57:29Z,
didplacebo,2.0.0,2026-04-07T07:57:29Z,
didq,1.6,2026-04-07T07:57:29Z,
difd,20150513,2026-04-07T07:57:29Z,
difdetect,20150513,2026-04-07T07:57:29Z,
diff,5.0.1,2026-04-07T07:57:29Z,
diff_plot,20240705,2026-04-07T07:57:29Z,
diffpi,1.0,2026-04-07T07:57:29Z,
difwithpar,20150513,2026-04-07T07:57:29Z,
digdis,1.0.1,2026-04-07T07:57:29Z,
digits,20060612,2026-04-07T07:57:29Z,
diplot,1.0.1,2026-04-07T07:57:29Z,
diptest,1.1.0,2026-04-07T07:57:29Z,
directma,1.0,2026-04-07T07:57:29Z,
dirifit,1.1.1,2026-04-07T07:57:29Z,
dirlist,1.3.1,2026-04-07T07:57:29Z,
dirtools,20140627,2026-04-07T07:57:29Z,
dirtree,1.3.0,2026-04-07T07:57:29Z,
discrates,20230105,2026-04-07T07:57:29Z,
discrepancy,20140315,2026-04-07T07:57:29Z,
disjoint,1.1.0,2026-04-07T07:57:29Z,
dissim,1.0.0,2026-04-07T07:57:29Z,
distan,19980313,2026-04-07T07:57:29Z,
distcomp,0.3,2026-04-07T07:57:29Z,
distcomp2var,20230427,2026-04-07T07:57:29Z,
distill,1.00,2026-04-07T07:57:29Z,
distinct,1.2.1,2026-04-07T07:57:29Z,
distmatch,1.0.1,2026-04-07T07:57:29Z,
distplot,2.2.2,2026-04-07T07:57:29Z,
distprobmat,1.0.0,2026-04-07T07:57:29Z,
distrate,1.1.7,2026-04-07T07:57:29Z,
divcat,1.3.1,2026-04-07T07:57:29Z,
divratio,20230112,2026-04-07T07:57:29Z,
dkdensity,20220501,2026-04-07T07:57:29Z,
dkobs,1.0.1,2026-04-07T07:57:29Z,
dlagif,1.0,2026-04-07T07:57:29Z,
dlist,1.5.2,2026-04-07T07:57:29Z,
dlogit2,19960308,2026-04-07T07:57:29Z,
dltable,1.0,2026-04-07T07:57:29Z,
dmariano,1.0.4,2026-04-07T07:57:29Z,
dmerge,1.0.2,2026-04-07T07:57:29Z,
dmexogxt,20030618,2026-04-07T07:57:29Z,
dmout,20140423,2026-04-07T07:57:29Z,
do2screen,3.0,2026-04-07T07:57:29Z,
dobatch,1.0,2026-04-07T07:57:29Z,
docd,1.2.0,2026-04-07T07:57:29Z,
docxtab,20230124,2026-04-07T07:57:29Z,
doiplot,20211027,2026-04-07T07:57:29Z,
dolog,20210707,2026-04-07T07:57:29Z,
dologx,20210708,2026-04-07T07:57:29Z,
domdiag,1.1.1,2026-04-07T07:57:29Z,
domin,20250521,2026-04-07T07:57:29Z,
doparser,20120621,2026-04-07T07:57:29Z,
doptimal,20200821,2026-04-07T07:57:29Z,
doseresponse,20091113,2026-04-07T07:57:29Z,
doseresponse2,20130703,2026-04-07T07:57:29Z,
dotemplate,3.0,2026-04-07T07:57:29Z,
dotex,20210708,2026-04-07T07:57:29Z,
doub2flt,19990902,2026-04-07T07:57:29Z,
doubleb,20131014,2026-04-07T07:57:29Z,
doubletofloat,1.0.2,2026-04-07T07:57:29Z,
doubmass,1.3.0,2026-04-07T07:57:29Z,
dpath,1.0.0,2026-04-07T07:57:29Z,
dpplot,2.0.3,2026-04-07T07:57:29Z,
dpredict,1.7,2026-04-07T07:57:29Z,
dptest,2.0.0,2026-04-07T07:57:29Z,
dqd,1.4,2026-04-07T07:57:29Z,
drarea,20141029,2026-04-07T07:57:29Z,
drcate,20200403,2026-04-07T07:57:29Z,
drdecomp,1.0,2026-04-07T07:57:29Z,
drdid,20251005,2026-04-07T07:57:29Z,
drm,20181123,2026-04-07T07:57:29Z,
drmeta,20190525,2026-04-07T07:57:29Z,
drmmws,1.00,2026-04-07T07:57:29Z,
ds2,19991125,2026-04-07T07:57:29Z,
ds3,1.2.3,2026-04-07T07:57:29Z,
ds5,19990224,2026-04-07T07:57:29Z,
dsconcat,20070220,2026-04-07T07:57:29Z,
dsearch,20010906,2026-04-07T07:57:29Z,
dseg,20220115,2026-04-07T07:57:29Z,
dsginideco,1.1.0,2026-04-07T07:57:29Z,
dstat,1.5.7,2026-04-07T07:57:29Z,
dsweight,20120203,2026-04-07T07:57:29Z,
dta2ddi,0.02,2026-04-07T07:57:29Z,
dta2html,20131225,2026-04-07T07:57:29Z,
dta2kml,20131211,2026-04-07T07:57:29Z,
dta2md,20191013,2026-04-07T07:57:29Z,
dta2sav,0.3,2026-04-07T07:57:29Z,
dtalink,20190216,2026-04-07T07:57:29Z,
dtanotes,1.0.0,2026-04-07T07:57:29Z,
dtapaper,1.0.0,2026-04-07T07:57:29Z,
dtastamp,20200601,2026-04-07T07:57:29Z,
dthaz,2.0.0,2026-04-07T07:57:29Z,
dtobit2,1.1.2,2026-04-07T07:57:29Z,
dubois,20210522,2026-04-07T07:57:29Z,
dudahart,20160627,2026-04-07T07:57:29Z,
dummies,19980923,2026-04-07T07:57:29Z,
dummies2,20120926,2026-04-07T07:57:29Z,
dummieslab,20100904,2026-04-07T07:57:29Z,
duncan,1.0.0,2026-04-07T07:57:29Z,
dups,1.0.3,2026-04-07T07:57:29Z,
durbinh,1.0.4,2026-04-07T07:57:29Z,
dyadid,20180419,2026-04-07T07:57:29Z,
dyads,20110405,2026-04-07T07:57:29Z,
dynamic_est,1.1,2026-04-07T07:57:29Z,
dynardl,20181210,2026-04-07T07:57:29Z,
dynpandoc,1.0.3,2026-04-07T07:57:29Z,
dynsimpie,20150904,2026-04-07T07:57:29Z,
dynsimple,20150904,2026-04-07T07:57:29Z,
eaalogit,1.1.0,2026-04-07T07:57:29Z,
eacf,1.0.0,2026-04-07T07:57:29Z,
eba,,2026-04-07T07:57:29Z,
ebalance,1.5.4,2026-04-07T07:57:29Z,
ebalfit,1.0.6,2026-04-07T07:57:29Z,
ebct,0.6,2026-04-07T07:57:29Z,
ebreg,20211016,2026-04-07T07:57:29Z,
ebrowse,1.01,2026-04-07T07:57:29Z,
ecic,20230820,2026-04-07T07:57:29Z,
eclpci,20050624,2026-04-07T07:57:29Z,
eclplot,20210306,2026-04-07T07:57:29Z,
ecollapse,20240801,2026-04-07T07:57:29Z,
econsig,20240312,2026-04-07T07:57:29Z,
edfreg,1.1.0,2026-04-07T07:57:29Z,
edm,1.9.10,2026-04-07T07:57:29Z,
educationdata,0.4.3,2026-04-07T07:57:29Z,
eefanalytics,20220530,2026-04-07T07:57:29Z,
efetch_tools,20120220,2026-04-07T07:57:29Z,
effcon,20071218,2026-04-07T07:57:29Z,
effects,,2026-04-07T07:57:29Z,
efficiency,20260324,2026-04-07T07:57:29Z,
efolder,1.0.0,2026-04-07T07:57:29Z,
egen_inequal,20060406,2026-04-07T07:57:29Z,
egenmisc,20151231,2026-04-07T07:57:29Z,
egenmore,20190124,2026-04-07T07:57:29Z,
egfr,20210804,2026-04-07T07:57:29Z,
egi,9.2,2026-04-07T07:57:29Z,
egranger,20220203,2026-04-07T07:57:29Z,
ehutchens,1.0.2,2026-04-07T07:57:29Z,
eitc,20061027,2026-04-07T07:57:29Z,
elabel,4.4.0,2026-04-07T07:57:29Z,
elapse,20031221,2026-04-07T07:57:29Z,
elasticregress,1.2,2026-04-07T07:57:29Z,
electool,20100628,2026-04-07T07:57:29Z,
elife,20201123,2026-04-07T07:57:29Z,
elix22,1.0.1,2026-04-07T07:57:29Z,
elixhauser,20150916,2026-04-07T07:57:29Z,
ellip,2.0.0,2026-04-07T07:57:29Z,
ellip6,1.2.0,2026-04-07T07:57:29Z,
ellip7,1.3.1,2026-04-07T07:57:29Z,
ellipticity,1.2,2026-04-07T07:57:29Z,
eltmle,2.2.6,2026-04-07T07:57:29Z,
em,1.0,2026-04-07T07:57:29Z,
email,1.0.0,2026-04-07T07:57:29Z,
emailme,20140808,2026-04-07T07:57:29Z,
emc,20201109,2026-04-07T07:57:29Z,
emh,20101014,2026-04-07T07:57:29Z,
encode_label,20191111,2026-04-07T07:57:29Z,
encodefrom,20171013,2026-04-07T07:57:29Z,
encodelabel,1.3.0,2026-04-07T07:57:29Z,
encoder,20200802,2026-04-07T07:57:29Z,
enforce,1.0,2026-04-07T07:57:29Z,
enlarge,,2026-04-07T07:57:29Z,
entropy,20190203,2026-04-07T07:57:29Z,
entropyetc,3.0.1,2026-04-07T07:57:29Z,
enwei,20240918,2026-04-07T07:57:29Z,
eofplot,1.0.0,2026-04-07T07:57:29Z,
eperiod,1.0.0,2026-04-07T07:57:29Z,
epiconf,1.1,2026-04-07T07:57:29Z,
epidata,20031029,2026-04-07T07:57:29Z,
epimodels,20200618,2026-04-07T07:57:29Z,
episens,3.0.0,2026-04-07T07:57:29Z,
episensrri,1.0.0,2026-04-07T07:57:29Z,
epitable,20240507,2026-04-07T07:57:29Z,
epiweek,1.1.0,2026-04-07T07:57:29Z,
epresent,1.6,2026-04-07T07:57:29Z,
epsigr,20001123,2026-04-07T07:57:29Z,
eqprhistogram,2.2.1,2026-04-07T07:57:29Z,
equation,20201123,2026-04-07T07:57:29Z,
er,20140409,2026-04-07T07:57:29Z,
erate,1.4.0,2026-04-07T07:57:29Z,
ereplace,20200511,2026-04-07T07:57:29Z,
erepost,1.0.3,2026-04-07T07:57:29Z,
eret2,1.0.0,2026-04-07T07:57:29Z,
ersur,1.0,2026-04-07T07:57:29Z,
esetran,20250718,2026-04-07T07:57:29Z,
esizereg,3.1.0,2026-04-07T07:57:29Z,
esli,1.0.0,2026-04-07T07:57:29Z,
est2tex,2.1.5,2026-04-07T07:57:29Z,
esteta,1.0,2026-04-07T07:57:29Z,
estout,3.33,2026-04-07T07:57:29Z,
estout1,1.04,2026-04-07T07:57:29Z,
estoutold,20040810,2026-04-07T07:57:29Z,
estparm,20090904,2026-04-07T07:57:29Z,
estquant,1.20,2026-04-07T07:57:29Z,
estrat,1.0,2026-04-07T07:57:29Z,
estsave,2.2,2026-04-07T07:57:29Z,
estudy,2.1.2,2026-04-07T07:57:29Z,
estwrite,1.2.5,2026-04-07T07:57:29Z,
eth2grecal,1.1,2026-04-07T07:57:29Z,
ethiodate,20250621,2026-04-07T07:57:29Z,
etime,20110226,2026-04-07T07:57:29Z,
etr,20260126,2026-04-07T07:57:29Z,
eui,1.7,2026-04-07T07:57:29Z,
euromod,20251203,2026-04-07T07:57:29Z,
eurostatuse,20250609,2026-04-07T07:57:29Z,
eurouse,20160110,2026-04-07T07:57:29Z,
evalue,1.3.0,2026-04-07T07:57:29Z,
evalue_estat,1.1.0,2026-04-07T07:57:29Z,
evalues,20190706,2026-04-07T07:57:29Z,
event_plot,20210608,2026-04-07T07:57:29Z,
eventbaseline,0.7.2,2026-04-07T07:57:29Z,
eventcoefplot,1.1,2026-04-07T07:57:29Z,
eventdd,4.0.0,2026-04-07T07:57:29Z,
eventstudy,20130916,2026-04-07T07:57:29Z,
eventstudy2,20260106,2026-04-07T07:57:29Z,
eventstudyinteract,0.1,2026-04-07T07:57:29Z,
eventstudyweights,0.2,2026-04-07T07:57:29Z,
evhistplot,0.1,2026-04-07T07:57:29Z,
evi,20260128,2026-04-07T07:57:29Z,
evstudydd,20260131,2026-04-07T07:57:29Z,
ewm,1.4.0,2026-04-07T07:57:29Z,
ewma,19980327,2026-04-07T07:57:29Z,
ewreg,20140315,2026-04-07T07:57:29Z,
exam2tex,20260222,2026-04-07T07:57:29Z,
exampleobs,1.0.1,2026-04-07T07:57:29Z,
examples,1.1.3,2026-04-07T07:57:29Z,
exbsample,1.0.0,2026-04-07T07:57:29Z,
excel2latex,1.0,2026-04-07T07:57:29Z,
excelclean,20180731,2026-04-07T07:57:29Z,
excelcol,1.0.0,2026-04-07T07:57:29Z,
exceloutput,20210822,2026-04-07T07:57:29Z,
excelsave,20130406,2026-04-07T07:57:29Z,
exitma,20240411,2026-04-07T07:57:29Z,
expand_n,20190310,2026-04-07T07:57:29Z,
expandby,1.0.0,2026-04-07T07:57:29Z,
expandihlp,20181229,2026-04-07T07:57:29Z,
expandrank,1.0.2,2026-04-07T07:57:29Z,
expgen,20240322,2026-04-07T07:57:29Z,
expl,1.0,2026-04-07T07:57:29Z,
explist,,2026-04-07T07:57:29Z,
explorelabs,1.0.0,2026-04-07T07:57:29Z,
expy,20170330,2026-04-07T07:57:29Z,
exquantile,20220528,2026-04-07T07:57:29Z,
extfunnel,1.0.2,2026-04-07T07:57:29Z,
extreme,1.2.0,2026-04-07T07:57:29Z,
extremes,1.2.1,2026-04-07T07:57:29Z,
f_able,2.0,2026-04-07T07:57:29Z,
faam,1.0.0,2026-04-07T07:57:29Z,
fabplot,1.2.1,2026-04-07T07:57:29Z,
factext,20201125,2026-04-07T07:57:29Z,
factmerg,20230518,2026-04-07T07:57:29Z,
factorn,8.2,2026-04-07T07:57:29Z,
factortest,1.0,2026-04-07T07:57:29Z,
factref,20070222,2026-04-07T07:57:29Z,
fagan,1.00,2026-04-07T07:57:29Z,
fairlie,1.0.7,2026-04-07T07:57:29Z,
far5,1.0.0,2026-04-07T07:57:29Z,
fastcd,20051029,2026-04-07T07:57:29Z,
fastgini,1.0,2026-04-07T07:57:29Z,
fastreshape,20180124,2026-04-07T07:57:29Z,
fastxtile,1.22,2026-04-07T07:57:29Z,
favplots,1.1.0,2026-04-07T07:57:29Z,
fbar,1.1.1,2026-04-07T07:57:29Z,
fbardl,1.0.0,2026-04-07T07:57:29Z,
fbep,1.0,2026-04-07T07:57:29Z,
fbnardl,1.0.0,2026-04-07T07:57:29Z,
fcoint,1.0.0,2026-04-07T07:57:29Z,
fcstats,1.2.0,2026-04-07T07:57:29Z,
fdfilter,1.00,2026-04-07T07:57:29Z,
fdta,20201123,2026-04-07T07:57:29Z,
fedistr,1.2,2026-04-07T07:57:29Z,
fedit,1.0.0,2026-04-07T07:57:29Z,
fejiv,1.0.0,2026-04-07T07:57:29Z,
feldti,19990914,2026-04-07T07:57:29Z,
fencode,1.1,2026-04-07T07:57:29Z,
fese,1.0.2,2026-04-07T07:57:29Z,
fframeappend,1.1.2,2026-04-07T07:57:29Z,
ffroot,20260314,2026-04-07T07:57:29Z,
fgt_ci,20170701,2026-04-07T07:57:29Z,
fgtest,1.0,2026-04-07T07:57:29Z,
fhsae,20180613,2026-04-07T07:57:29Z,
fieldarea,20161013,2026-04-07T07:57:29Z,
fieller,20041208,2026-04-07T07:57:29Z,
filei,1.0.0,2026-04-07T07:57:29Z,
filelist,2.0.7,2026-04-07T07:57:29Z,
filesearch,1.0,2026-04-07T07:57:29Z,
fileutils,20180902,2026-04-07T07:57:29Z,
fillmissing,20200517,2026-04-07T07:57:29Z,
filtertrace,1.0.1,2026-04-07T07:57:29Z,
find,1.01,2026-04-07T07:57:29Z,
find_denom,2.0.0,2026-04-07T07:57:29Z,
find_index,1.0.1,2026-04-07T07:57:29Z,
finddup,1.1.0,2026-04-07T07:57:29Z,
findname,1.1.2,2026-04-07T07:57:29Z,
findregex,1.0,2026-04-07T07:57:29Z,
findsj,3.1,2026-04-07T07:57:29Z,
findsysmis,1.0.1,2026-04-07T07:57:29Z,
findunique,20150507,2026-04-07T07:57:29Z,
findval,20000325,2026-04-07T07:57:29Z,
finn,1.0.0,2026-04-07T07:57:29Z,
firstdigit,1.0.1,2026-04-07T07:57:29Z,
firthfit,1.0.1,2026-04-07T07:57:29Z,
firthlogit,20210425,2026-04-07T07:57:29Z,
fiscal_impoverishment,20180419,2026-04-07T07:57:29Z,
fiskfit,1.0.0,2026-04-07T07:57:29Z,
fitint,2.0.1,2026-04-07T07:57:29Z,
fitmacro,1.1,2026-04-07T07:57:29Z,
fitstat,1.6.4,2026-04-07T07:57:29Z,
fitstat_ers,1.0,2026-04-07T07:57:29Z,
fixedrho,20220205,2026-04-07T07:57:29Z,
fixsort,2.0.0,2026-04-07T07:57:29Z,
fjcoint,1.0.0,2026-04-07T07:57:29Z,
flagout,20250719,2026-04-07T07:57:29Z,
flex,20160625,2026-04-07T07:57:29Z,
flexdid,2.0,2026-04-07T07:57:29Z,
flexmat,20210723,2026-04-07T07:57:29Z,
flexpaneldid,1.3.1,2026-04-07T07:57:29Z,
floatplot,1.0.3,2026-04-07T07:57:29Z,
floattolong,1.0.1,2026-04-07T07:57:29Z,
florindjp,1.0,2026-04-07T07:57:29Z,
flowchart,0.0.7,2026-04-07T07:57:29Z,
flower,19991031,2026-04-07T07:57:29Z,
fmiss,1.0,2026-04-07T07:57:29Z,
fmlogit,1.3.0,2026-04-07T07:57:29Z,
fmm,2.1.0,2026-04-07T07:57:29Z,
fmmhist,1.0.0,2026-04-07T07:57:29Z,
fmmlc,1.0.1,2026-04-07T07:57:29Z,
fndmtch,1.1.0,2026-04-07T07:57:29Z,
fndmtch2,1.5.0,2026-04-07T07:57:29Z,
fodstr,19980415,2026-04-07T07:57:29Z,
for211,2.1.1,2026-04-07T07:57:29Z,
forec_instab,20170722,2026-04-07T07:57:29Z,
forest,2.3,2026-04-07T07:57:29Z,
forfile,1.0.10,2026-04-07T07:57:29Z,
fprank,20100219,2026-04-07T07:57:29Z,
fpref,1.0,2026-04-07T07:57:29Z,
fpro,20180202,2026-04-07T07:57:29Z,
fqardl,1.1.0,2026-04-07T07:57:29Z,
fqreg,20160612,2026-04-07T07:57:29Z,
fracdiff,1.0.2,2026-04-07T07:57:29Z,
fracdydx,1.2.1,2026-04-07T07:57:29Z,
fracirf,1.0.1,2026-04-07T07:57:29Z,
fraclogit,20130222,2026-04-07T07:57:29Z,
fractal,1.0,2026-04-07T07:57:29Z,
fractileplot,2.0.0,2026-04-07T07:57:29Z,
fragility,1.0.0,2026-04-07T07:57:29Z,
fragtextab,1.0,2026-04-07T07:57:29Z,
frameappend,1.3,2026-04-07T07:57:29Z,
framed_bar,1.0.1,2026-04-07T07:57:29Z,
framingham,1.0.0,2026-04-07T07:57:29Z,
framingham30,20161022,2026-04-07T07:57:29Z,
frapply,1.1.7,2026-04-07T07:57:29Z,
frause,1.1,2026-04-07T07:57:29Z,
frcount,20101002,2026-04-07T07:57:29Z,
fre,1.2.5,2026-04-07T07:57:29Z,
freduse,2.0.0,2026-04-07T07:57:29Z,
fredusex,20260405,2026-04-07T07:57:29Z,
fren,20201123,2026-04-07T07:57:29Z,
freplace,20201123,2026-04-07T07:57:29Z,
freqindex,1.3.1,2026-04-07T07:57:29Z,
frm,1.1.2,2026-04-07T07:57:29Z,
frontier_teci,1.1.1,2026-04-07T07:57:29Z,
frontierhtail,20120120,2026-04-07T07:57:29Z,
fs,1.0.5,2026-04-07T07:57:29Z,
fsdet,20150315,2026-04-07T07:57:29Z,
fshare,20260107,2026-04-07T07:57:29Z,
fsreg,20001120,2026-04-07T07:57:29Z,
fsum,20140506,2026-04-07T07:57:29Z,
fsx,20100130,2026-04-07T07:57:29Z,
ftest,1.0.0,2026-04-07T07:57:29Z,
ftocci,1.0,2026-04-07T07:57:29Z,
ftools,2.50.0,2026-04-07T07:57:29Z,
ftrans,20201123,2026-04-07T07:57:29Z,
ftree,20201123,2026-04-07T07:57:29Z,
full_palette,1.1,2026-04-07T07:57:29Z,
fulltab,1.1.0,2026-04-07T07:57:29Z,
funnelcompar,1.1,2026-04-07T07:57:29Z,
funnelinst,1.3.0,2026-04-07T07:57:29Z,
funnelperform,1.1,2026-04-07T07:57:29Z,
fuzzydid,20190507,2026-04-07T07:57:29Z,
fvfix,20151231,2026-04-07T07:57:29Z,
fview,1.0.0,2026-04-07T07:57:29Z,
fvprevar,20110209,2026-04-07T07:57:29Z,
fvregen,20201125,2026-04-07T07:57:29Z,
fvstrip,1.01,2026-04-07T07:57:29Z,
fvvar,20130314,2026-04-07T07:57:29Z,
fxbcr,1.0,2026-04-07T07:57:29Z,
g538schemes,20200807,2026-04-07T07:57:29Z,
gam,20240522,2026-04-07T07:57:29Z,
gamet,1.0,2026-04-07T07:57:29Z,
gammafit,1.1.0,2026-04-07T07:57:29Z,
gammasym,20070625,2026-04-07T07:57:29Z,
gaodeweather,20250618,2026-04-07T07:57:29Z,
garbage_mixl,1.0.0,2026-04-07T07:57:29Z,
garchur,1.0.1,2026-04-07T07:57:29Z,
gausshermite,20050506,2026-04-07T07:57:29Z,
gb2fit,1.2.2,2026-04-07T07:57:29Z,
gb2lfit,3.0.0,2026-04-07T07:57:29Z,
gb2reg,20160813,2026-04-07T07:57:29Z,
gbgfit,1.0,2026-04-07T07:57:29Z,
gby,1.0.0,2026-04-07T07:57:29Z,
gcause,1.0,2026-04-07T07:57:29Z,
gciget,1.4,2026-04-07T07:57:29Z,
gcode,20150222,2026-04-07T07:57:29Z,
gconc,20100203,2026-04-07T07:57:29Z,
gcrobustvar,20200709,2026-04-07T07:57:29Z,
gdecomp,1.0.0,2026-04-07T07:57:29Z,
gdsum,1.0.2,2026-04-07T07:57:29Z,
ge_gravity,20210909,2026-04-07T07:57:29Z,
ge_gravity2,20240424,2026-04-07T07:57:29Z,
geekel2d,4.3,2026-04-07T07:57:29Z,
geivars,1.0.0,2026-04-07T07:57:29Z,
gen_tail,20040804,2026-04-07T07:57:29Z,
genass,1.1.6,2026-04-07T07:57:29Z,
gencpr,20241016,2026-04-07T07:57:29Z,
geneigen,1.0.2,2026-04-07T07:57:29Z,
genfreq,1.2.0,2026-04-07T07:57:29Z,
gengroup,1.2,2026-04-07T07:57:29Z,
genhwcci,9.0.2,2026-04-07T07:57:29Z,
genicv,1.0.2,2026-04-07T07:57:29Z,
genidseq,1.0.0,2026-04-07T07:57:29Z,
geninteract,1.0,2026-04-07T07:57:29Z,
genqreg,1.0.0,2026-04-07T07:57:29Z,
genscore,1.4,2026-04-07T07:57:29Z,
genspec,1.2.2,2026-04-07T07:57:29Z,
gensplines,1.01,2026-04-07T07:57:29Z,
genstack,1.0.2,2026-04-07T07:57:29Z,
genstest,1.0.6,2026-04-07T07:57:29Z,
gentrun,,2026-04-07T07:57:29Z,
genvars,1.1,2026-04-07T07:57:29Z,
geo2xy,1.0.1,2026-04-07T07:57:29Z,
geoboundary,1.22,2026-04-07T07:57:29Z,
geochart,20130821,2026-04-07T07:57:29Z,
geocircles,1.0.0,2026-04-07T07:57:29Z,
geocode,2.0,2026-04-07T07:57:29Z,
geocode_ip,1.0.0,2026-04-07T07:57:29Z,
geocodehere,0.3.7,2026-04-07T07:57:29Z,
