keyword,package,filename,extension,release
rdmses2s,rdmse,rdmses2s.ado,ado,2026-07-08
rdmses2s,rdmse,rdmses2s.ado,ado,2026-07-08
recap,recap,recap.ado,ado,2026-07-08
recol,recol,recol.ado,ado,2026-07-08
radar,radar,radar.ado,ado,2026-07-08
regintfe,regintfe,regintfe.ado,ado,2026-07-08
rscript,rscript,rscript.ado,ado,2026-07-08
rd,rd,rd.ado,ado,2026-07-08
rd_obs,rd,rd_obs.ado,ado,2026-07-08
reg2logit,reg2logit,reg2logit.ado,ado,2026-07-08
runmixregls,runmixregls,runmixregls.ado,ado,2026-07-08
runmixregmls,runmixregls,runmixregmls.ado,ado,2026-07-08
runmixreg,runmixregls,runmixreg.ado,ado,2026-07-08
rsgt,rsgt,rsgt.ado,ado,2026-07-08
raschtestv7,raschtestv7,raschtestv7.ado,ado,2026-07-08
gammasym,raschtestv7,../g/gammasym.ado,ado,2026-07-08
geekel2d,raschtestv7,../g/geekel2d.ado,ado,2026-07-08
elapse,raschtestv7,../e/elapse.ado,ado,2026-07-08
genscore,raschtestv7,../g/genscore.ado,ado,2026-07-08
gausshermite,raschtestv7,../g/gausshermite.ado,ado,2026-07-08
regproject,regproject,regproject.ado,ado,2026-07-08
_regproject_ts,regproject,../_/_regproject_ts.ado,ado,2026-07-08
_regproject_pan,regproject,../_/_regproject_pan.ado,ado,2026-07-08
_regproject_cs,regproject,../_/_regproject_cs.ado,ado,2026-07-08
_regproject_nomo,regproject,../_/_regproject_nomo.ado,ado,2026-07-08
rassign,rassign,rassign.ado,ado,2026-07-08
reghdfejl,reghdfejl,reghdfejl.ado,ado,2026-07-08
reghdfejl_p,reghdfejl,reghdfejl_p.ado,ado,2026-07-08
reghdfejl_estat,reghdfejl,reghdfejl_estat.ado,ado,2026-07-08
reghdfejl_load,reghdfejl,reghdfejl_load.ado,ado,2026-07-08
reghdfejl_masker,reghdfejl,reghdfejl_masker.ado,ado,2026-07-08
reghdfejl_parse_absorb,reghdfejl,reghdfejl_parse_absorb.ado,ado,2026-07-08
partialhdfejl,reghdfejl,../p/partialhdfejl.ado,ado,2026-07-08
rewrite,rewrite,rewrite.ado,ado,2026-07-08
checkax,rpaxioms,../c/checkax.ado,ado,2026-07-08
aei,rpaxioms,../a/aei.ado,ado,2026-07-08
powerps,rpaxioms,../p/powerps.ado,ado,2026-07-08
rangestat,rangestat,rangestat.ado,ado,2026-07-08
rangestat_run,rangestat,rangestat_run.ado,ado,2026-07-08
r_ml_stata_cv,r_ml_stata_cv,r_ml_stata_cv.ado,ado,2026-07-08
r_ml_stata_default,r_ml_stata_cv,r_ml_stata_default.ado,ado,2026-07-08
get_train_test,r_ml_stata_cv,../g/get_train_test.ado,ado,2026-07-08
pylearn,r_ml_stata_cv,../p/pylearn.ado,ado,2026-07-08
r2var,r2var,r2var.ado,ado,2026-07-08
_gvarprod,r2var,../_/_gvarprod.ado,ado,2026-07-08
recocl,recocl,recocl.ado,ado,2026-07-08
rscore,rscore,rscore.ado,ado,2026-07-08
rq,rq,rq.ado,ado,2026-07-08
rosssekh,rosssekh,rosssekh.ado,ado,2026-07-08
giacross,rosssekh,../g/giacross.ado,ado,2026-07-08
replacen,replacen,replacen.ado,ado,2026-07-08
roblpr,roblpr,roblpr.ado,ado,2026-07-08
rdqte,rdqte,rdqte.ado,ado,2026-07-08
reghdfe,reghdfe,reghdfe.ado,ado,2026-07-08
reghdfe3,reghdfe,reghdfe3.ado,ado,2026-07-08
reghdfe_p,reghdfe,reghdfe_p.ado,ado,2026-07-08
reghdfe3_p,reghdfe,reghdfe3_p.ado,ado,2026-07-08
reghdfe5,reghdfe,reghdfe5.ado,ado,2026-07-08
reghdfe5_p,reghdfe,reghdfe5_p.ado,ado,2026-07-08
reghdfe_estat,reghdfe,reghdfe_estat.ado,ado,2026-07-08
reghdfe3_estat,reghdfe,reghdfe3_estat.ado,ado,2026-07-08
reghdfe5_estat,reghdfe,reghdfe5_estat.ado,ado,2026-07-08
reghdfe5_parse,reghdfe,reghdfe5_parse.ado,ado,2026-07-08
reghdfe_footnote,reghdfe,reghdfe_footnote.ado,ado,2026-07-08
reghdfe3_footnote,reghdfe,reghdfe3_footnote.ado,ado,2026-07-08
reghdfe5_footnote,reghdfe,reghdfe5_footnote.ado,ado,2026-07-08
estfe,reghdfe,../e/estfe.ado,ado,2026-07-08
reghdfe_header,reghdfe,reghdfe_header.ado,ado,2026-07-08
reghdfe5_header,reghdfe,reghdfe5_header.ado,ado,2026-07-08
reghdfe5_parse,reghdfe,reghdfe5_parse.ado,ado,2026-07-08
regwls,regwls,regwls.ado,ado,2026-07-08
ras,ras,ras.ado,ado,2026-07-08
rcl,rcl,rcl.ado,ado,2026-07-08
nwspgr,rcl,../n/nwspgr.ado,ado,2026-07-08
rotate2,rotate2,rotate2.ado,ado,2026-07-08
rollstat,rollstat,rollstat.ado,ado,2026-07-08
rely,rely,rely.ado,ado,2026-07-08
ridder,ridder,ridder.ado,ado,2026-07-08
robreg10,robreg10,robreg10.ado,ado,2026-07-08
relogit,relogit,relogit.ado,ado,2026-07-08
relogitq,relogit,relogitq.ado,ado,2026-07-08
setx,relogit,../s/setx.ado,ado,2026-07-08
setxHL,relogit,../s/setxHL.ado,ado,2026-07-08
rdiff,rdiff,rdiff.ado,ado,2026-07-08
rpme,rpme,rpme.ado,ado,2026-07-08
rmloa,rmloa,rmloa.ado,ado,2026-07-08
rbiprobit,rbiprobit,rbiprobit.ado,ado,2026-07-08
rbiprobit_lf1,rbiprobit,rbiprobit_lf1.ado,ado,2026-07-08
rbiprobit_margdec,rbiprobit,rbiprobit_margdec.ado,ado,2026-07-08
rbiprobit_p,rbiprobit,rbiprobit_p.ado,ado,2026-07-08
rbiprobit_tmeffects,rbiprobit,rbiprobit_tmeffects.ado,ado,2026-07-08
revv,revv,revv.ado,ado,2026-07-08
r2sem,r2sem,r2sem.ado,ado,2026-07-08
_gvarprod,r2sem,../_/_gvarprod.ado,ado,2026-07-08
rglm,rglm,rglm.ado,ado,2026-07-08
rmfiles,rmfiles,rmfiles.ado,ado,2026-07-08
rocss,rocss,rocss.ado,ado,2026-07-08
rc_spline,rc_spline,rc_spline.ado,ado,2026-07-08
reset,reset,reset.ado,ado,2026-07-08
rdstagger,rdstagger,rdstagger.ado,ado,2026-07-08
rdstagger_agg,rdstagger,rdstagger_agg.ado,ado,2026-07-08
rdstagger_plot,rdstagger,rdstagger_plot.ado,ado,2026-07-08
rdstagger_pretest,rdstagger,rdstagger_pretest.ado,ado,2026-07-08
rdstagger_sim,rdstagger,rdstagger_sim.ado,ado,2026-07-08
rdstagger_spillover,rdstagger,rdstagger_spillover.ado,ado,2026-07-08
riigen,riigen,riigen.ado,ado,2026-07-08
rotatesort,rotatesort,rotatesort.ado,ado,2026-07-08
require,require,require.ado,ado,2026-07-08
crsconvert_core,readraster,../c/crsconvert_core.ado,ado,2026-07-08
crsconvert,readraster,../c/crsconvert.ado,ado,2026-07-08
geotools_init,readraster,../g/geotools_init.ado,ado,2026-07-08
gtiffdisp_core,readraster,../g/gtiffdisp_core.ado,ado,2026-07-08
gtiffdisp,readraster,../g/gtiffdisp.ado,ado,2026-07-08
gtiffread_core,readraster,../g/gtiffread_core.ado,ado,2026-07-08
gtiffread,readraster,../g/gtiffread.ado,ado,2026-07-08
gzonalstats_core,readraster,../g/gzonalstats_core.ado,ado,2026-07-08
gzonalstats,readraster,../g/gzonalstats.ado,ado,2026-07-08
matchgeop,readraster,../m/matchgeop.ado,ado,2026-07-08
ncdisp_core,readraster,../n/ncdisp_core.ado,ado,2026-07-08
ncdisp,readraster,../n/ncdisp.ado,ado,2026-07-08
ncinfo,readraster,../n/ncinfo.ado,ado,2026-07-08
ncread_core,readraster,../n/ncread_core.ado,ado,2026-07-08
ncread,readraster,../n/ncread.ado,ado,2026-07-08
ncreadbysec,readraster,../n/ncreadbysec.ado,ado,2026-07-08
ncreadtocsv,readraster,../n/ncreadtocsv.ado,ado,2026-07-08
ncreadtocsvbysec,readraster,../n/ncreadtocsvbysec.ado,ado,2026-07-08
netcdf_init,readraster,../n/netcdf_init.ado,ado,2026-07-08
nzonalstats_core,readraster,../n/nzonalstats_core.ado,ado,2026-07-08
zonalstats,readraster,../z/zonalstats.ado,ado,2026-07-08
randtreat,randtreat,randtreat.ado,ado,2026-07-08
rcm,rcm,rcm.ado,ado,2026-07-08
rhausman,rhausman,rhausman.ado,ado,2026-07-08
rolling2,rolling2,rolling2.ado,ado,2026-07-08
rqrs,rqrs,rqrs.ado,ado,2026-07-08
rsoort,rsoort,rsoort.ado,ado,2026-07-08
riflogit,riflogit,riflogit.ado,ado,2026-07-08
riflogit_p,riflogit,riflogit_p.ado,ado,2026-07-08
riflogit_RIF,riflogit,riflogit_RIF.ado,ado,2026-07-08
repsample,repsample,repsample.ado,ado,2026-07-08
reduce_aigc,reduce_aigc,reduce_aigc.ado,ado,2026-07-08
rdesigni,rdesigni,rdesigni.ado,ado,2026-07-08
replacebylab,replacebylab,replacebylab.ado,ado,2026-07-08
rgb2,rgb2,rgb2.ado,ado,2026-07-08
rtmci,rtmci,rtmci.ado,ado,2026-07-08
rtmcii,rtmci,rtmcii.ado,ado,2026-07-08
rtm_calc,rtmci,rtm_calc.ado,ado,2026-07-08
regtex,regtex,regtex.ado,ado,2026-07-08
reg2tex,regtex,reg2tex.ado,ado,2026-07-08
rolling3,rolling3,rolling3.ado,ado,2026-07-08
robmv,robmv,robmv.ado,ado,2026-07-08
robmv_p,robmv,robmv_p.ado,ado,2026-07-08
regife,regife,regife.ado,ado,2026-07-08
innerregife,regife,../i/innerregife.ado,ado,2026-07-08
ife,regife,../i/ife.ado,ado,2026-07-08
ultimatch,ultimatch,ultimatch.ado,ado,2026-07-08
urall,urall,urall.ado,ado,2026-07-08
urtable,urtable,urtable.ado,ado,2026-07-08
ueve,ueve,ueve.ado,ado,2026-07-08
usesome,usesome,usesome.ado,ado,2026-07-08
upset_plot,upset_plot,upset_plot.ado,ado,2026-07-08
_upsetruleparse,upset_plot,../_/_upsetruleparse.ado,ado,2026-07-08
_upsetlabfetch,upset_plot,../_/_upsetlabfetch.ado,ado,2026-07-08
_upsetexample,upset_plot,../_/_upsetexample.ado,ado,2026-07-08
usepackage,usepackage,usepackage.ado,ado,2026-07-08
use13,use13,use13.ado,ado,2026-07-08
underid,underid,underid.ado,ado,2026-07-08
ucspsplit,ucspsplit,ucspsplit.ado,ado,2026-07-08
use10,use10,use10.ado,ado,2026-07-08
use10reformat,use10,use10reformat.ado,ado,2026-07-08
webuse10,use10,../w/webuse10.ado,ado,2026-07-08
des10,use10,../d/des10.ado,ado,2026-07-08
umeta,umeta,umeta.ado,ado,2026-07-08
umetap,umeta,umetap.ado,ado,2026-07-08
uirt_sim,uirt_sim,uirt_sim.ado,ado,2026-07-08
use10save9,use10save9,use10save9.ado,ado,2026-07-08
uirt,uirt,uirt.ado,ado,2026-07-08
uirt_chi2w,uirt,uirt_chi2w.ado,ado,2026-07-08
uirt_dif,uirt,uirt_dif.ado,ado,2026-07-08
uirt_esf,uirt,uirt_esf.ado,ado,2026-07-08
uirt_icc,uirt,uirt_icc.ado,ado,2026-07-08
uirt_inf,uirt,uirt_inf.ado,ado,2026-07-08
uirt_sx2,uirt,uirt_sx2.ado,ado,2026-07-08
uirt_theta,uirt,uirt_theta.ado,ado,2026-07-08
use13save12,use13save12,use13save12.ado,ado,2026-07-08
 WIN64 usespss,usespss, WIN64 usespss.ado,ado,2026-07-08
desspss,usespss, ../d/desspss.ado,ado,2026-07-08
_usespss,usespss, ../_/_usespss.ado,ado,2026-07-08
_desspss,usespss, ../_/_desspss.ado,ado,2026-07-08
upoint,upoint,upoint.ado,ado,2026-07-08
undid_diff,undid,undid_diff.ado,ado,2026-07-08
undid_init,undid,undid_init.ado,ado,2026-07-08
undid_plot,undid,undid_plot.ado,ado,2026-07-08
undid_stage_three,undid,undid_stage_three.ado,ado,2026-07-08
undid_stage_two,undid,undid_stage_two.ado,ado,2026-07-08
_parse_date_to_string,undid,../_/_parse_date_to_string.ado,ado,2026-07-08
_parse_string_to_date,undid,../_/_parse_string_to_date.ado,ado,2026-07-08
uniquestrata,uniquestrata,uniquestrata.ado,ado,2026-07-08
udiff,udiff,udiff.ado,ado,2026-07-08
udiff_lf,udiff,udiff_lf.ado,ado,2026-07-08
udiff_p,udiff,udiff_p.ado,ado,2026-07-08
udiff_estat,udiff,udiff_estat.ado,ado,2026-07-08
univar,univar,univar.ado,ado,2026-07-08
useold,useold,useold.ado,ado,2026-07-08
ua,ua,ua.ado,ado,2026-07-08
urstat,urstat,urstat.ado,ado,2026-07-08
unicefdata,unicefdata,unicefdata.ado,ado,2026-07-08
__unicef_fetch_paged,unicefdata,../_/__unicef_fetch_paged.ado,ado,2026-07-08
__unicef_get_indicator_dataflow,unicefdata,../_/__unicef_get_indicator_dataflow.ado,ado,2026-07-08
__unicef_get_indicator_filters,unicefdata,../_/__unicef_get_indicator_filters.ado,ado,2026-07-08
__unicef_parse_ind_yaml_v2,unicefdata,../_/__unicef_parse_ind_yaml_v2.ado,ado,2026-07-08
__unicef_parse_indicator_yaml,unicefdata,../_/__unicef_parse_indicator_yaml.ado,ado,2026-07-08
__unicef_parse_indicators_yaml,unicefdata,../_/__unicef_parse_indicators_yaml.ado,ado,2026-07-08
_get_dataflow_direct,unicefdata,../_/_get_dataflow_direct.ado,ado,2026-07-08
_get_sdmx_rename_year_columns,unicefdata,../_/_get_sdmx_rename_year_columns.ado,ado,2026-07-08
_linewrap,unicefdata,../_/_linewrap.ado,ado,2026-07-08
_metadata_linewrap,unicefdata,../_/_metadata_linewrap.ado,ado,2026-07-08
_set_default_dataflows,unicefdata,../_/_set_default_dataflows.ado,ado,2026-07-08
_unicef_build_schema_key,unicefdata,../_/_unicef_build_schema_key.ado,ado,2026-07-08
_unicef_dataflow_info,unicefdata,../_/_unicef_dataflow_info.ado,ado,2026-07-08
_unicef_get_disagg_totals,unicefdata,../_/_unicef_get_disagg_totals.ado,ado,2026-07-08
_unicef_indicator_info,unicefdata,../_/_unicef_indicator_info.ado,ado,2026-07-08
_unicef_list_dataflows,unicefdata,../_/_unicef_list_dataflows.ado,ado,2026-07-08
_unicef_list_indicators,unicefdata,../_/_unicef_list_indicators.ado,ado,2026-07-08
_unicef_load_indicators_cache,unicefdata,../_/_unicef_load_indicators_cache.ado,ado,2026-07-08
_unicef_search_indicators,unicefdata,../_/_unicef_search_indicators.ado,ado,2026-07-08
_unicefdata_check_yaml,unicefdata,../_/_unicefdata_check_yaml.ado,ado,2026-07-08
_unicefdata_setup,unicefdata,../_/_unicefdata_setup.ado,ado,2026-07-08
_unicefdata_sync_dataflow_index,unicefdata,../_/_unicefdata_sync_dataflow_index.ado,ado,2026-07-08
_unicefdata_sync_df_schema,unicefdata,../_/_unicefdata_sync_df_schema.ado,ado,2026-07-08
_unicefdata_sync_ind_meta,unicefdata,../_/_unicefdata_sync_ind_meta.ado,ado,2026-07-08
_unicefdata_update_sync_history,unicefdata,../_/_unicefdata_update_sync_history.ado,ado,2026-07-08
_xmltoyaml_get_schema,unicefdata,../_/_xmltoyaml_get_schema.ado,ado,2026-07-08
_xmltoyaml_parse,unicefdata,../_/_xmltoyaml_parse.ado,ado,2026-07-08
_xmltoyaml_parse_lines,unicefdata,../_/_xmltoyaml_parse_lines.ado,ado,2026-07-08
_xmltoyaml_parse_python,unicefdata,../_/_xmltoyaml_parse_python.ado,ado,2026-07-08
_xmltoyaml_parse_stata,unicefdata,../_/_xmltoyaml_parse_stata.ado,ado,2026-07-08
_yaml_collapse,unicefdata,../_/_yaml_collapse.ado,ado,2026-07-08
_yaml_fastread,unicefdata,../_/_yaml_fastread.ado,ado,2026-07-08
_yaml_mataread,unicefdata,../_/_yaml_mataread.ado,ado,2026-07-08
_yaml_tokenize_line,unicefdata,../_/_yaml_tokenize_line.ado,ado,2026-07-08
get_sdmx,unicefdata,../g/get_sdmx.ado,ado,2026-07-08
unicefdata_examples,unicefdata,unicefdata_examples.ado,ado,2026-07-08
unicefdata_refresh_all,unicefdata,unicefdata_refresh_all.ado,ado,2026-07-08
unicefdata_sync,unicefdata,unicefdata_sync.ado,ado,2026-07-08
unicefdata_xmltoyaml,unicefdata,unicefdata_xmltoyaml.ado,ado,2026-07-08
unicefdata_xmltoyaml_py,unicefdata,unicefdata_xmltoyaml_py.ado,ado,2026-07-08
yaml,unicefdata,../y/yaml.ado,ado,2026-07-08
yaml_clear,unicefdata,../y/yaml_clear.ado,ado,2026-07-08
yaml_describe,unicefdata,../y/yaml_describe.ado,ado,2026-07-08
yaml_dir,unicefdata,../y/yaml_dir.ado,ado,2026-07-08
yaml_frames,unicefdata,../y/yaml_frames.ado,ado,2026-07-08
yaml_get,unicefdata,../y/yaml_get.ado,ado,2026-07-08
yaml_list,unicefdata,../y/yaml_list.ado,ado,2026-07-08
yaml_read,unicefdata,../y/yaml_read.ado,ado,2026-07-08
yaml_validate,unicefdata,../y/yaml_validate.ado,ado,2026-07-08
yaml_write,unicefdata,../y/yaml_write.ado,ado,2026-07-08
unemp,unemp,unemp.ado,ado,2026-07-08
usos,usos,usos.ado,ado,2026-07-08
usagelog,usagelog,usagelog.ado,ado,2026-07-08
etime,usagelog,../e/etime.ado,ado,2026-07-08
univstat,univstat,univstat.ado,ado,2026-07-08
unitab,unitab,unitab.ado,ado,2026-07-08
unicode2ascii,unicode2ascii,unicode2ascii.ado,ado,2026-07-08
ascii2unicode,unicode2ascii,../a/ascii2unicode.ado,ado,2026-07-08
whichencoding,unicode2ascii,../w/whichencoding.ado,ado,2026-07-08
usexmlex,usexmlex,usexmlex.ado,ado,2026-07-08
usexmlex_dlgs,usexmlex,usexmlex_dlgs.ado,ado,2026-07-08
unique,unique,unique.ado,ado,2026-07-08
upsetplot,upsetplot,upsetplot.ado,ado,2026-07-08
sortmean,upsetplot,../s/sortmean.ado,ado,2026-07-08
usesas,usesas,usesas.ado,ado,2026-07-08
usesasdel,usesas,usesasdel.ado,ado,2026-07-08
sasexe,usesas,../s/sasexe.ado,ado,2026-07-08
adoedit,usesas,../a/adoedit.ado,ado,2026-07-08
tmpdir,usesas,../t/tmpdir.ado,ado,2026-07-08
shortdir,usesas,../s/shortdir.ado,ado,2026-07-08
confirmdir,usesas,../c/confirmdir.ado,ado,2026-07-08
uselab,uselab,uselab.ado,ado,2026-07-08
urcovar,urcovar,urcovar.ado,ado,2026-07-08
utest,utest,utest.ado,ado,2026-07-08
umbrella,umbrella,umbrella.ado,ado,2026-07-08
ucgof,ucgof,ucgof.ado,ado,2026-07-08
usd,usd,usd.ado,ado,2026-07-08
usort,usort,usort.ado,ado,2026-07-08
unitchg,unitchg,unitchg.ado,ado,2026-07-08
_gunitchg,unitchg,../_/_gunitchg.ado,ado,2026-07-08
unitchg_currency,unitchg,unitchg_currency.ado,ado,2026-07-08
unitchg_ratio,unitchg,unitchg_ratio.ado,ado,2026-07-08
intext,intext,intext.ado,ado,2026-07-08
tfconcat,intext,../t/tfconcat.ado,ado,2026-07-08
isco6888,isco,isco6888.ado,ado,2026-07-08
iscoegp,isco,iscoegp.ado,ado,2026-07-08
iscoisei,isco,iscoisei.ado,ado,2026-07-08
iscolab,isco,iscolab.ado,ado,2026-07-08
iscotrei,isco,iscotrei.ado,ado,2026-07-08
ivpermute,ivpermute,ivpermute.ado,ado,2026-07-08
itsadgp,itsadgp,itsadgp.ado,ado,2026-07-08
iot,iot,iot.ado,ado,2026-07-08
installpkg,installpkg,installpkg.ado,ado,2026-07-08
installpkgdlg,installpkg,installpkgdlg.ado,ado,2026-07-08
installpkgmenu,installpkg,installpkgmenu.ado,ado,2026-07-08
make2,installpkg,../m/make2.ado,ado,2026-07-08
nextcpkgdlg,installpkg,../n/nextcpkgdlg.ado,ado,2026-07-08
createpkgdlg,installpkg,../c/createpkgdlg.ado,ado,2026-07-08
createtocdlg,installpkg,../c/createtocdlg.ado,ado,2026-07-08
ipdforest,ipdforest,ipdforest.ado,ado,2026-07-08
integrate,integrate,integrate.ado,ado,2026-07-08
scmod1,icalc,../s/scmod1.ado,ado,2026-07-08
getbvarbmod,icalc,../g/getbvarbmod.ado,ado,2026-07-08
definefm,icalc,../d/definefm.ado,ado,2026-07-08
sigreg,icalc,../s/sigreg.ado,ado,2026-07-08
contyhat,icalc,../c/contyhat.ado,ado,2026-07-08
defdualaxislab,icalc,../d/defdualaxislab.ado,ado,2026-07-08
solvebvquad,icalc,../s/solvebvquad.ado,ado,2026-07-08
scmod2,icalc,../s/scmod2.ado,ado,2026-07-08
frqfocmod1,icalc,../f/frqfocmod1.ado,ado,2026-07-08
srform,icalc,../s/srform.ado,ado,2026-07-08
outdisp,icalc,../o/outdisp.ado,ado,2026-07-08
getvb,icalc,../g/getvb.ado,ado,2026-07-08
cbplot,icalc,../c/cbplot.ado,ado,2026-07-08
atspec,icalc,../a/atspec.ado,ado,2026-07-08
pathdiagfull,icalc,../p/pathdiagfull.ado,ado,2026-07-08
baryhat,icalc,../b/baryhat.ado,ado,2026-07-08
getb,icalc,../g/getb.ado,ado,2026-07-08
scatyhat,icalc,../s/scatyhat.ado,ado,2026-07-08
gfi,icalc,../g/gfi.ado,ado,2026-07-08
axisdigit,icalc,../a/axisdigit.ado,ado,2026-07-08
intspec,icalc,intspec.ado,ado,2026-07-08
stripfv,icalc,../s/stripfv.ado,ado,2026-07-08
plotcomb,icalc,../p/plotcomb.ado,ado,2026-07-08
ctrstr,icalc,../c/ctrstr.ado,ado,2026-07-08
defdualaxislabbar,icalc,../d/defdualaxislabbar.ado,ado,2026-07-08
effdisp,icalc,../e/effdisp.ado,ado,2026-07-08
pathdiag,icalc,../p/pathdiag.ado,ado,2026-07-08
mkmargvar,icalc,../m/mkmargvar.ado,ado,2026-07-08
getfvbase,icalc,../g/getfvbase.ado,ado,2026-07-08
eqndefine,icalc,../e/eqndefine.ado,ado,2026-07-08
proprstr,icalc,../p/proprstr.ado,ado,2026-07-08
getfvname,icalc,../g/getfvname.ado,ado,2026-07-08
conplot,icalc,../c/conplot.ado,ado,2026-07-08
defaxislab,icalc,../d/defaxislab.ado,ado,2026-07-08
errbplot,icalc,../e/errbplot.ado,ado,2026-07-08
dualaxislabcontour,icalc,../d/dualaxislabcontour.ado,ado,2026-07-08
rcform,icalc,../r/rcform.ado,ado,2026-07-08
frqmod,icalc,../f/frqmod.ado,ado,2026-07-08
getvallab,icalc,../g/getvallab.ado,ado,2026-07-08
barxlinedraw,icalc,../b/barxlinedraw.ado,ado,2026-07-08
icalc,icalc,../s/scheme-icalc.scheme,scheme,2026-07-08
ie_rate,ie_rate,ie_rate.ado,ado,2026-07-08
ie_reg,ie_rate,ie_reg.ado,ado,2026-07-08
ie_norm,ie_rate,ie_norm.ado,ado,2026-07-08
ishere,ishere,ishere.ado,ado,2026-07-08
ice,ice,ice.ado,ado,2026-07-08
ice_,ice,ice_.ado,ado,2026-07-08
ice_reformat,ice,ice_reformat.ado,ado,2026-07-08
cmdchk,ice,../c/cmdchk.ado,ado,2026-07-08
micombine,ice,../m/micombine.ado,ado,2026-07-08
mijoin,ice,../m/mijoin.ado,ado,2026-07-08
misplit,ice,../m/misplit.ado,ado,2026-07-08
uvis,ice,../u/uvis.ado,ado,2026-07-08
ivolsdec,ivolsdec,ivolsdec.ado,ado,2026-07-08
integrate_aq,integrate_aq,integrate_aq.ado,ado,2026-07-08
isopoverty,isopoverty,isopoverty.ado,ado,2026-07-08
itmeus,itmeus,itmeus.ado,ado,2026-07-08
ivgauss2,ivgauss2,ivgauss2.ado,ado,2026-07-08
ivgln_ll,ivgauss2,ivgln_ll.ado,ado,2026-07-08
icet,icet,icet.ado,ado,2026-07-08
tuni,icet,../t/tuni.ado,ado,2026-07-08
imbalance,imbalance,imbalance.ado,ado,2026-07-08
iscoil,iscoil,iscoil.ado,ado,2026-07-08
ilses,iscoil,ilses.ado,ado,2026-07-08
isco08isei,iscoil,isco08isei.ado,ado,2026-07-08
istdize,istdize,istdize.ado,ado,2026-07-08
iop,iop,iop.ado,ado,2026-07-08
itsaperm,itsaperm,itsaperm.ado,ado,2026-07-08
itsamatch,itsaperm,itsamatch.ado,ado,2026-07-08
itsa,itsaperm,itsa.ado,ado,2026-07-08
glm2,itsaperm,../g/glm2.ado,ado,2026-07-08
ivactest,ivactest,ivactest.ado,ado,2026-07-08
itsa,itsa,itsa.ado,ado,2026-07-08
glm2,itsa,../g/glm2.ado,ado,2026-07-08
praisk,itsa,../p/praisk.ado,ado,2026-07-08
praisk_p,itsa,../p/praisk_p.ado,ado,2026-07-08
inteff3,inteff3,inteff3.ado,ado,2026-07-08
isocodes,isocodes,isocodes.ado,ado,2026-07-08
ic,ic,ic.ado,ado,2026-07-08
ici,ic,ici.ado,ado,2026-07-08
icp,ic,icp.ado,ado,2026-07-08
intterms,intterms,intterms.ado,ado,2026-07-08
ivcloglog,ivcloglog,ivcloglog.ado,ado,2026-07-08
ivcloglog_ex,ivcloglog,ivcloglog_ex.ado,ado,2026-07-08
gmm_ivcloglog,ivcloglog,../g/gmm_ivcloglog.ado,ado,2026-07-08
ipfweight,ipfweight,ipfweight.ado,ado,2026-07-08
igenerate,igenerate,igenerate.ado,ado,2026-07-08
ie,inclusion_economics_scheme,../s/scheme-ie.scheme,scheme,2026-07-08
ie2,inclusion_economics_scheme,../s/scheme-ie2.scheme,scheme,2026-07-08
iefonts,inclusion_economics_scheme,iefonts.ado,ado,2026-07-08
indeplist,indeplist,indeplist.ado,ado,2026-07-08
ivqreg2,ivqreg2,ivqreg2.ado,ado,2026-07-08
intgph,intgph,intgph.ado,ado,2026-07-08
inflate,inflate,inflate.ado,ado,2026-07-08
icc2,icc2,icc2.ado,ado,2026-07-08
irrepro,irrepro,irrepro.ado,ado,2026-07-08
irrepron,irrepro,irrepron.ado,ado,2026-07-08
ineqdecgini,ineqdecgini,ineqdecgini.ado,ado,2026-07-08
ineqdeco,ineqdeco,ineqdeco.ado,ado,2026-07-08
ineqdeco5,ineqdeco,ineqdeco5.ado,ado,2026-07-08
iota,iota,iota.ado,ado,2026-07-08
ineqord,ineqord,ineqord.ado,ado,2026-07-08
iia,iia,iia.ado,ado,2026-07-08
hausman,iia,../h/hausman.ado,ado,2026-07-08
itsarand,itsarand,itsarand.ado,ado,2026-07-08
insingap,insingap,insingap.ado,ado,2026-07-08
itvalpctile,itvalpctile,itvalpctile.ado,ado,2026-07-08
idonepsu,idonepsu,idonepsu.ado,ado,2026-07-08
imputemok,imputemok,imputemok.ado,ado,2026-07-08
inlist2,inlist2,inlist2.ado,ado,2026-07-08
ivmediate,ivmediate,ivmediate.ado,ado,2026-07-08
imputerasch,imputerasch,imputerasch.ado,ado,2026-07-08
itsamatch,itsamatch,itsamatch.ado,ado,2026-07-08
itsa,itsamatch,itsa.ado,ado,2026-07-08
glm2,itsamatch,../g/glm2.ado,ado,2026-07-08
ipwlogit,ipwlogit,ipwlogit.ado,ado,2026-07-08
_ipwlogit_svy,ipwlogit,../_/_ipwlogit_svy.ado,ado,2026-07-08
ipf,ipf,ipf.ado,ado,2026-07-08
iati,iati,iati.ado,ado,2026-07-08
ipshin,ipshin,ipshin.ado,ado,2026-07-08
iccconf,iccconf,iccconf.ado,ado,2026-07-08
ivtreatreg,ivtreatreg,ivtreatreg.ado,ado,2026-07-08
ivreg_ss,ivreg_ss,ivreg_ss.ado,ado,2026-07-08
ivglog,ivglog,ivglog.ado,ado,2026-07-08
ivgln_ll,ivglog,ivgln_ll.ado,ado,2026-07-08
ivregress2,ivregress2,ivregress2.ado,ado,2026-07-08
iccvar,iccvar,iccvar.ado,ado,2026-07-08
icc23,icc23,icc23.ado,ado,2026-07-08
