A1	A2	A3	A4	A5	A6	A7	A8
361.677	275.188	93.174	14.634	79.118	290.668	256.693	785.739
363.539	282.349	92.977	14.384	75.397	292.622	250.364	785.903
376.542	290.998	89.275	13.584	77.631	279.616	251.966	772.678
396.326	278.146	87.963	13.975	77.563	264.211	243.677	781.431
407.168	268.668	90.555	14.345	77.019	270.682	257.331	823.011
408.689	266.911	87.953	14.21	78.13	273.069	256.612	815.607
440.266	266.534	89.669	13.975	80.132	280.644	267.202	822.847
428.575	275.73	82.575	13.87	79.619	288.186	277.318	818.3
466.6	300.974	82.685	13.73	80.1	296.339	287.295	839.073
460.48	326.378	81.163	13.059	80.84	302.596	288.188	856.607
496.634	320.267	82.737	13.673	82.958	310.838	292.151	861.267
513.229	317.202	82.257	13.948	86.261	317.829	286.226	865.089
498.041	339.628	85.395	14.188	86.675	323.217	291.256	890.341
505.056	349.35	85.172	14.928	88.484	323.197	292.181	876.747
502.638	360.731	88.452	15.252	90.064	340.449	303.806	893.412
531.014	360.937	92.362	15.692	93.454	342.063	308.671	930.799
526.205	358.465	93.806	16.405	92.024	346.454	318.293	938.164
506.748	374.373	97.685	16.573	90.88	347.909	320.731	934.578
506.306	384.042	100.289	16.353	89.278	334.286	315.946	926.492
524.591	397.545	101.532	16.266	89.409	325.084	310.068	926.364
517.304	357.693	104.301	17.266	89.329	324.869	307.045	929.587
534.732	338.402	102.437	17.701	87.815	323.14	307.315	923.623
539.205	360.122	104.9	17.058	89.424	334.662	317.491	922.973
510.186	354.089	107.856	18.063	85.826	328.474	315.159	931.836
522.844	365.789	109.097	17.202	86.385	326.425	312.035	916.129
538.907	396.668	110.048	17.951	88.091	333.364	318.357	931.109
555.854	408.327	116.06	18.662	87.831	323.229	314.589	943.335
582.649	409.187	120.029	18.914	88.5	318.664	310.78	942.938
621.539	410.75	123.682	19.604	88.225	323.016	314.265	966.32
623.531	412.149	122.434	18.744	90.699	328.627	315.234	955.014
622.938	413.155	118.948	18.122	93.629	337.843	321.2	976.565
583.374	422.167	124.175	18.812	93.66	334.502	314.41	942.12
644.866	458.614	130.757	19.458	98.733	334.883	312.637	958.145
663.101	482.75	136.743	21.268	100.852	343.992	326.742	975.375
658.902	508.415	141.115	21.545	99.886	348.424	325.704	986.045
648.666	466.936	135.749	20.667	99.614	342.419	321.85	970.866
653.029	406.84	139.938	21.769	98.911	347.018	329.889	984.029
664.659	434.714	142.985	21.631	99.472	346.19	327.457	994.747
664.008	421.054	139.125	21.576	104.743	358.613	336.532	995.271
666.417	408.431	136.928	20.625	104.651	361.362	334.944	972.412
684.319	431.54	143.332	21.984	107.631	370.423	341.388	995.557
712.216	433.856	147.308	22.56	108.55	385.706	352.303	1006.185
730.316	443.975	152.414	24.083	109.758	384.502	358.08	1007.184
761.163	458.229	158.344	24.095	110.666	394.252	372.948	1024.205
784.793	459.329	162.408	24.494	113.276	386.429	380.927	1028.967
813.51	461.107	171.348	26.642	117.531	391.238	388.117	1045.407
863.282	490.517	174.256	26.903	121.03	404.229	402.771	1064.006
834.595	480.635	168.529	25.227	118.334	404.304	398.663	1063.865
838.927	505.062	164.718	26.863	121.88	412.492	409.186	1075.402
766.149	490.198	162.186	25.25	118.456	401.511	393.183	1065.699
771.744	487.076	165.269	25.338	124.239	401.859	396.244	1059.526
807.404	510.181	171.087	26.288	128.392	415.224	419.099	1081.422
758.419	515.903	165.544	26.668	128.095	412.466	419.054	1075.757
794.332	532.765	160.12	26.822	129.034	402.593	400.594	1074.434
818.095	543.486	165.115	26.416	132.327	400.683	401.759	1083.097
767.324	537.969	159.806	25.257	126.365	396.122	392.727	1038.364
782.17	578.447	153.953	24.794	128.051	386.968	382.087	1052.712
757.542	569.385	158.362	23.941	123.561	381.846	380.257	1040.092
813.209	604.374	168.303	24.755	126.381	395.817	394.194	1061.765
803.703	625.254	170.12	25.463	126.098	395.677	400.547	1067.806
762.383	577.443	170.126	24.03	125.795	394.185	391.083	1057.971
743.192	535.17	170.85	23.192	123.192	395.888	388.056	1068.912
666.951	501.004	161.139	21.174	122.759	394.68	384.258	1044.57
624.971	486.758	161.614	21.9	121.626	393.654	386.381	1044.91
620.388	482.741	141.197	19.845	116.502	381.806	366.773	1028.238
597.958	508.949	140.299	21.069	118.252	384.801	367.398	1021.375
654.22	471.745	136.48	22.432	119.291	393.904	385.049	1051.379
653.437	457.438	139.436	21.554	120.657	393.25	381.192	1046.302
651.65	458.048	138.174	22.793	120.409	397.573	386.098	1064.344
655.956	488.859	135.791	20.715	121.423	400.211	384.927	1060.457
676.714	483.906	134.955	22.07	121.304	402.883	391.946	1068.611
702.378	452.232	138.168	22.379	122.731	398.995	387.531	1057.627
691.611	459.483	139.838	22.226	122.788	406.952	395.902	1039.083
750.131	481.407	139.311	21.922	124.307	400.217	389.591	1036.712
709.341	453.617	141.523	22.428	119.532	392.834	383.494	1027.337
742.883	432.073	144.27	22.374	117.234	390.59	374.633	1029.795
722.468	430.917	144.677	22.242	117.826	386.57	372.236	1011.99
735.21	447.093	141.664	21.235	117.978	380.003	367.245	995.386
797.752	445.048	141.068	21.616	118.632	387.499	376.391	1021.661
779.983	465.01	142.102	22.234	117.03	385.24	373.105	1035.077
786.646	473.972	144.922	22.701	117.396	394.762	381.871	1047.936
791.075	486.107	148.998	22.528	122.989	396.111	384.499	1047.977
832.37	493.155	155.297	23.566	122.184	398.695	385.098	1052.817
837.869	504.058	153.831	23.555	122.88	406.449	385.672	1038.99
881.726	524.085	158.765	23.913	126.122	409.873	390.974	1044.473
896.564	558.342	162.103	24.559	126.952	417.932	403.156	1059.338
863.886	527.135	159.865	23.696	126.813	418.133	403.276	1034.419
859.012	517.3	159.137	23.377	128.75	426.953	415.589	1037.65
868.718	530.311	161.263	23.325	129.341	435.395	425.098	1056.467
893.822	535.999	168.073	24.062	132.489	447.542	435.064	1088.45
918.086	531.208	170.386	24.847	134.409	455.453	435.606	1099.036
906.051	523.518	171.122	25.003	134.228	461.684	443.974	1109.64
949.197	501.112	173.167	25.422	137.292	468.228	458.173	1107.981
978.58	466.246	184.214	25.747	135.534	472.192	461.909	1115.807
949.91	426.025	179.427	24.733	135.94	474.653	459.702	1114.719
993.127	433.059	185.787	25.186	136.391	482.917	466.417	1128.004
1023.642	469.897	190.124	25.289	139.807	498.838	482.486	1135.425
1046.551	479.9	193.726	25.212	141.135	504.412	488.157	1138.922
975.685	478.318	187.889	23.774	138.421	490.295	469.02	1113.977
998.862	475.535	180.627	23.734	137.114	489.856	469.284	1104.805
974.746	460.367	179.731	23.883	139.61	485.377	459.658	1103.438
993.265	484.941	186.138	24.494	140.714	488.167	467.754	1102.109
1079.445	501.866	193.861	24.587	141.796	492.346	473.823	1115.731
1096.661	501.857	193.543	25.235	141.922	497.886	479.25	1122.737
1128.192	510.777	191.204	25.625	142.864	504.74	491.646	1126.164
1191.844	536.431	191.071	26.046	141.318	497.89	484.688	1125.575
1213.138	538.418	198.406	25.521	141.647	502.067	484.882	1135.086
1137.929	537.002	199.865	26.002	143.693	509.081	491.158	1134.258
1114.184	514.762	194.804	26.012	140.054	507.592	484.945	1117.222
1067.21	521.528	186.712	25.287	137.366	500.781	473.797	1100.541
1096.316	514.026	191.925	25.303	136.718	505.572	472.048	1109.27
1081.218	546.033	187.864	25.719	135.76	511.357	475.371	1118.964
1010.219	520.339	181.193	24.985	136.781	502.472	470.189	1091.681
1035.512	518.358	184.103	24.963	138.5	490.982	463.623	1090.544
1033.5	508.002	178.963	25.004	132.254	479.329	455.756	1075.117
1088.762	506.63	186.375	25.364	132.525	488.779	469.065	1103.22
1015.411	482.409	187.787	24.839	130.553	479.054	459.265	1091.197
1062.004	490.361	189.094	24.716	131.849	478.692	465.231	1121.413
1109.355	508.759	195.161	24.617	128.426	477.507	462.226	1127.523
1159.809	504.841	196.554	24.709	123.397	473.121	459.021	1133.851
1081.381	504.999	197.712	25.364	121.626	471.037	453.283	1130.794
1170.192	513.017	201.171	25.237	123.059	473.467	455.15	1140.196
1121.363	521.932	207.689	25.856	121.149	466.448	460.577	1130.739
1166.154	536.04	209.891	25.963	121.068	468.8	463.344	1122.569
1148.12	562.257	209.292	25.416	119.71	459.875	451.341	1129.248
1163.407	556.261	210.777	26.089	120.015	480.929	472.109	1155.416
1179.563	573.583	216.242	27.203	121.102	483.635	475.714	1156.4
1183.867	583.34	221.414	27.842	123.102	487.258	479.972	1171.789
1259.478	603.551	224.664	28.298	127.211	495.127	488.254	1164.647
1266.655	602.5	224.062	29.613	128.198	503.306	497.969	1165.155
1211.769	636.992	224.194	28.286	125.83	482.823	478.391	1147.976
1239.128	655.157	220.54	28.371	125.832	489.476	480.375	1142.55
1334.211	686.189	225.311	28.464	129.965	500.783	493.687	1151.106
1395.646	682.253	229.487	28.187	130.272	505.435	507.425	1160.528
1439.646	707.605	238.19	28.016	127.858	499.096	500.54	1157.287
1513.133	746.587	232.018	28.276	127.003	495.214	499.515	1144.788
1560.624	778.896	242.951	29.36	128.599	498.94	507.048	1156.807
1434.695	723.473	238.741	28.032	129.091	490.376	510.771	1123.611
1421.298	689.714	228.617	27.116	128.031	470.928	493.811	1109.209
1391.269	679.74	223.534	26.856	125.019	461.804	488.935	1110.402
1403.965	697.147	212.564	26.034	123.853	462.248	491.163	1111.854
1496.056	746.723	221.069	27.31	122.778	474.36	490.905	1152.199
1519.843	733.033	231.748	27.531	124.276	464.196	478.846	1162.446
1533.143	759.223	236.88	28.133	124.304	470.898	478.03	1174.839
1578.074	779.657	241.275	28.492	126.34	478.854	489.662	1196.84
1642.973	799.962	243.578	28.97	125.59	477.911	488.62	1196.168
1594.242	804.723	247.075	28.878	129.096	487.331	484.034	1187.706
1564.457	812.938	258.203	29.072	132.39	493.913	488.871	1202.355
1563.025	819.69	257.636	29.538	135.264	501.261	495.468	1199.21
1569.439	813.412	262.258	29.228	134.782	502.205	498.382	1186.309
1721.791	826.886	274.051	30.831	141.499	515.464	515.266	1205.041
1774.596	904.073	267.731	31.928	142.317	518.971	514.804	1217.348
1804.626	964.998	272.01	32.639	140.096	513.839	511.773	1215.961
1903.394	1009.116	280.971	33.343	140.188	524.967	520.548	1205.172
1857.783	948.794	276.058	32.944	138.969	517.635	522.611	1202.037
1874.107	977.913	286.274	33.498	146.561	521.269	526.11	1194.541
1986.146	1019.797	280.504	33.704	148.878	520.579	527.883	1217.709
1984.53	1053.86	284.74	34.748	150.377	532.29	544.191	1216.407
2021.438	1075.175	295.28	34.613	151.239	524.909	547.982	1218.537
1838.271	969.746	305.263	32.836	152.296	529.891	540.394	1201.073
1942.309	1031.421	309.698	34.206	161.561	552.06	558.245	1231.679
1895.333	1032.03	309.509	34.911	160.874	539.864	551.558	1228.688
1886.228	1043.629	317.688	35.489	163.425	545.965	556.475	1228.549
1961.399	1099.133	324.851	37.315	164.633	552.006	562.227	1236.529
1905.363	1114.343	309.937	36.996	163.566	535.115	540.594	1217.781
2031.984	1162.884	332.931	38.909	166.856	554.964	558.215	1238.852
2051.427	1164.516	328.728	37.179	167.119	560.351	574.495	1237.863
2162.533	1225.989	345.794	38.436	167.939	567.421	582.456	1240.096
2050.874	1215.2	341.304	38.723	168.018	580.241	592.457	1234.74
1845.924	1029.242	299.978	36.725	157.065	549.406	554.007	1192.249
1833.155	1088.463	293.981	34.802	159.818	543.298	550.352	1202.109
1814.059	1098.303	284.777	34.858	162.265	552.181	559.792	1214.593
1641.117	950.563	264.295	33.16	158.173	527.974	533.418	1186.492
1622.314	940.629	265.903	33.609	154.772	528.642	536.49	1184.728
1661.267	944.567	279.297	33.122	155.911	526.613	543.973	1174.538
1821.854	1064.957	286.242	35.575	160.139	530.944	548.567	1201.231
1804.491	1082.72	283.095	35.926	160.631	547.528	570.201	1202.29
1731.244	1033.684	286.458	35.08	156.737	534.167	554.594	1170.903
1733.163	1046.577	267.141	35.702	158.203	533.493	555.976	1175.858
1845.61	1099.067	283.433	36.643	162.52	546.27	576.016	1188.534
1883.769	1156.755	287.977	36.32	165.381	548.322	580.172	1205.341
1840.433	1181.663	298.111	37.443	164.453	550.35	579.803	1196.219
1878.412	1112.453	307.232	37.524	166.822	566.174	598.017	1221.296
1793.246	1156.655	309.709	36.873	165.508	567.91	593.132	1219.271
1865.983	1138.969	315.202	37.405	167.643	572.203	598.201	1228.159
1801.359	1111.479	320.277	37.47	166	565.498	588.51	1218.954
1784.032	1082.595	323.803	37.331	166.477	569.076	599.264	1239.695
1673.782	1029.183	330.516	38.488	169.553	571.254	611.117	1240.751
1790.816	1067.39	336.597	38.372	171.616	571.143	631.168	1261.145
1845.302	1075.904	338.028	38.73	171.819	579.292	641.322	1274.719
1918.29	1116.366	350.002	39.421	171.482	583.237	647.407	1284.265
1902.698	1115.623	350.011	40.393	172.954	581.976	652.146	1288.711
1945.169	1110.799	356.474	40.512	176.346	583.324	664.851	1310.27
1973.567	1117.782	364.915	41.953	175.118	592.723	674.212	1289.135
1999.828	1148.701	371.202	43.027	178.94	603.458	695.139	1300.149
1996.424	1133.741	372.545	44.829	178.197	611.468	700.968	1320.392
2026.078	1156.984	381.534	45.945	181.665	617.973	710.955	1327.055
2012.096	1215.166	384.705	45.278	185.292	623.31	704.394	1322.19
2116.949	1244.197	382.641	45.651	188.625	629.998	717.539	1328.319
2143.396	1231.629	379.708	46.866	190.104	629.529	724.104	1344.186
2127.16	1222.46	377.918	48.872	190.741	630.877	715.101	1336.445
2205.429	1250.283	390.636	52.063	193.32	633.049	714.408	1342.206
2081.318	1241.585	392.57	51.962	191.497	636.696	725.529	1337.39
2127.365	1158.584	396.053	49.406	195.12	627.553	710.898	1344.477
2156.637	1160.449	401.392	50.742	195.721	628.175	711.057	1346.76
2211.069	1188.263	404.114	50.067	194.607	639.959	725.297	1345.16
2266.147	1210.294	409.236	50.095	196.927	640.614	729.317	1366.269
2218.827	1192.731	413.316	51.624	201.709	641.734	743.188	1369.859
2281.44	1205.023	408.799	51.944	207.172	653.545	751.628	1377.501
2292.54	1214.938	386.073	52.43	207.025	644.55	744.042	1377.982
2080.932	1124.655	363.719	47.744	199.218	619.396	709.746	1327.76
2188.042	1149.278	364.112	47.856	198.504	620.339	713.606	1325.45
2125.735	1135.696	353.915	47.942	197.619	611.889	705.966	1316.857
2282.189	1194.301	381.136	50.059	203.876	641.181	740.844	1357.21
2325.915	1212.647	376.394	50.858	202.156	642.646	743.713	1345.194
2387.881	1219.444	374.521	52.166	207.762	659.418	768.544	1366.119
2450.098	1243.909	394.315	53.258	209.202	665.639	767.488	1369.412
2512.534	1219.329	413.837	53.515	215.761	674.496	770.114	1390.037
2479.03	1181.788	421.93	53.072	218.146	686.088	762.019	1412.399
2553.17	1191.143	428.455	54.325	217.146	681.382	748.914	1419.612
2580.922	1137.88	419.639	54.384	214.812	675.57	755.062	1409.139
2706.815	1153.023	441.189	56.698	218.311	683.763	772.61	1427.924
2690.985	1116.039	445.336	55.618	223.812	665.448	776.201	1423.038
2845.289	1141.143	453.201	56.672	228.53	667.73	789.894	1446.191
2694.652	1114.169	429.83	56.635	218.798	650.109	761.432	1408.036
2902.872	1189.249	437.55	59.239	226.208	653.456	769.42	1438.727
2858.512	1193.946	447.97	63.496	229.27	654.414	764.322	1438.19
2857.333	1202.42	453.119	62.541	232.543	645.694	764.84	1422.576
3010.1	1246.141	464.681	65.468	235.105	657.377	776.221	1441.631
3160.103	1304.067	475.71	67.932	237.778	666.099	788.907	1461.32
3171.01	1309.233	484.871	68.394	240.633	670.004	807.746	1467.371
2841.392	1227.33	470.399	66.815	229.223	626.998	767.042	1400.051
2881.676	1244.329	467.773	66.215	232.063	624.145	773.637	1390.647
2745.139	1193.398	456.002	63.553	225.24	630.228	784.798	1374.156
2445.151	1159.306	426.945	57.027	214.186	584.402	724.037	1331.574
2736.733	1174.162	434.209	68.231	222.047	619.945	750.121	1381.112
2859.504	1210.802	465.169	73.955	220.768	624.365	754.588	1376.873
2892.604	1192.424	476.496	74.36	217.663	621.344	752.976	1397.804
2972.163	1229.816	482.778	76.772	215.137	631.093	757.933	1402.268
3234.771	1284.324	520.801	81.518	218.409	648.898	788.271	1434.424
3430.595	1310.13	543.084	88.237	218.208	653.484	799.898	1447.769
3585.876	1354.554	563.965	90.308	227.237	660.491	804.544	1459.002
3621.749	1389.145	585.507	95.848	230.849	672.234	833.173	1470.742
3533.329	1361.218	554.878	99.693	231.512	656.752	860.916	1456.816
3807.657	1419.253	610.729	100.384	237.818	655.229	854.316	1433.403
3853.769	1446.931	639.667	100.61	238.828	660.697	884.369	1428.512
3936.144	1487.168	607.44	91.17	246.245	653.548	909.229	1396.549
3923.275	1436.872	632.824	85.984	243.141	649.518	892.597	1373.582
3602.48	1417.35	604.396	81.375	246.391	643.911	880.637	1341.422
3764.723	1470.128	622.256	88.877	242.497	659.946	894.574	1390.901
3962.188	1535.598	650.805	90.415	241.361	663.494	886.031	1426.523
3752.909	1506.689	659.729	83.036	235.076	656.271	876.131	1409.37
3793.192	1541.271	625.831	83.606	231.992	629.073	841.984	1383.446
3921.8	1537.96	666.137	83.795	235.063	647.068	864.191	1398.427
3666.008	1532.855	690.636	84.003	231.353	649.853	852.056	1371.138
3722.183	1554.738	687.834	82.982	227.947	638.378	834.059	1343.206
3350.456	1432.012	630.269	75.314	215.29	618.606	786.607	1261.026
3402.874	1365.335	598.018	73.224	205.671	584.624	748.086	1279.994
3661.376	1340.87	588.878	70.038	210.452	589.516	757.283	1304.908
3530.617	1262.579	559.559	69.66	200.004	560.559	722.739	1266.4
3683.177	1344.118	580.896	73.289	204.546	579.07	748.636	1278.403
3978.205	1402.766	549.261	71.127	199.292	579.32	748.375	1272.551
3957.881	1385.007	558.955	73.782	203.662	597.016	775.869	1296.189
3836.869	1345.14	495.893	66.974	202.268	580.952	755.253	1236.874
3813.742	1373.891	492.554	63.256	194.464	572.563	781.245	1247.72
3483.597	1296.882	463.689	57.968	189.767	537.934	769.579	1258.702
3625.243	1356.48	515.261	66.278	204.062	575.574	824.301	1257.448
3928.786	1364.546	481.989	69.287	210.197	595.783	830.851	1299.068
3892.442	1394.436	497.219	70.702	213.485	610.347	826.253	1292.376
4133.266	1426.555	522.261	68.445	214.993	607.744	835.451	1296.862
4107.816	1397.575	539.276	74.785	211.56	606.756	830.134	1318.563
4376.418	1393.481	549.152	76.479	209.324	604.046	826.811	1337.119
4332.734	1515.328	508.068	72.359	210.072	604.399	842.36	1328.291
4664.734	1618.319	517.845	74.616	206.591	609.801	851.594	1353.822
4587.215	1609.536	493.191	71.478	205.37	601.773	842.481	1326.628
4664.453	1612.992	485.793	70.614	200.425	585.534	813.724	1331.012
4493.398	1550.217	458.751	69.379	195.369	580.932	793.971	1338.941
4285.18	1524.28	441.702	62.963	187.83	546.165	765.333	1278.115
4192.32	1537.803	424.588	63.531	182.142	538.396	751.545	1282.34
4191.883	1498.585	401.724	61.173	171.011	529.134	735.275	1225.478
3883.466	1400.474	387.298	59.104	161.723	523.489	731.584	1203.398
3872.348	1380.355	390.027	63.215	164.135	513.754	720.215	1195.306
3814.308	1355.784	391.023	61.732	171.252	501.35	717.69	1201.015
3644.577	1227.78	416.043	63.002	167.654	513.431	711.903	1192.387
3730.299	1235.646	426.107	63.391	160.74	503.785	721.2	1207.12
3500.109	1094.334	444.132	59.014	150.945	508.947	699.979	1204.715
3314.739	1161.841	423.3	56.388	151.564	488.66	671.967	1230.555
3496.146	1081.561	410.644	55.143	149.221	470.05	647.577	1216.261
3450.248	1069.855	409.674	57.955	151.573	478.639	666.295	1237.797
3020.323	948.133	400.171	53.011	144.656	461.451	642.163	1175.134
2990.606	885.376	375.87	49.155	142.441	442.114	604.453	1184.601
2961.745	887.117	374.349	49.99	145.086	418.707	594.873	1145.779
2837.045	862.851	344.242	47.665	145.375	459.961	652.883	1148.82
2286.056	707.508	323.188	45.659	129.669	396.987	594.545	1055.034
1642.584	534.391	259.679	36.596	104.898	337.073	531.823	861.331
1740.581	436.38	244.576	36.315	112.921	315.583	487.549	893.772
1388.649	337.033	208.366	30.923	95.242	310.4	439.753	857.304
1794.102	528.039	238.648	35.405	101.611	307.161	438.912	902.099
1742.422	527.573	249.058	35.71	106.792	317.729	452.922	855.158
1616.499	420.297	227.055	36.294	103.209	295.233	422.931	860.259
1286.538	358.799	208.24	33.501	91.382	276.426	382.38	708.787
1625.396	430.769	213.186	36.937	99.2	299.482	438.76	837.624
1366.699	386.849	212.397	38.112	94.073	278.559	433.395	796.495
1691.163	429.404	234.95	40.38	100.659	300.921	469.53	824.008
1686.587	408.398	252.695	43.096	106.92	328.127	517.111	836.903
1585.349	404.81	226.879	39.576	108.204	309.245	489.315	820.998
1770.256	406.286	242.667	42.715	110.381	312.777	492.742	854.353
1824.419	408.189	231.396	40.025	109.429	327.61	500.089	862.134
1692.973	363.882	226.189	37.25	105.214	279.579	430.868	800.512
1639.284	328.845	207.865	35.38	99.713	264.389	402.989	784.268
1711.864	350.829	228.713	37.421	102.165	277.676	425.461	801.541
1930.803	344.738	226.277	39.927	103.002	272.558	415.333	803.095
1878.354	403.036	234.578	39.524	102.65	265.84	399.976	793.974
1660.49	331.169	209.435	37.048	93.977	249.135	380.039	741.095
1661.726	347.801	204.938	36.23	93.99	238.007	380.73	716.747
1619.218	352.688	190.684	35.677	90.394	201.511	335.661	650.864
1750.897	400.427	203.215	38.087	95.382	211.509	358.897	715.581
1848.237	430.085	213.073	38.685	102.914	239.609	405.412	746.872
1907.317	444.091	238.47	43.049	97.977	263.041	420.186	792.745
2064.143	466.216	247.577	43.577	104.455	265.831	430.275	793.908
2133.644	513.254	261.291	44.226	106.361	267.5	442.49	814.999
2108.907	508.382	266.762	46.186	107.063	277.168	451.771	823.219
2128.645	516.263	274.799	45.448	105.785	273.614	440.279	809.858
2172.683	513.048	274.737	45.843	107.598	294.324	461.986	830.83
2436.431	587.53	290.832	50.904	117.919	306.722	476.64	862.106
2326.539	573.935	298.175	49.397	115.306	304.285	469.414	848.517
2473.568	622.785	358.288	50.206	120.816	318.715	487.883	844.726
2657.736	664.775	375.381	53.229	122.708	327.771	506.06	862.586
2664.815	673.849	388.92	55.592	120.133	332.395	515.324	896.108
2718.981	669.734	388.77	56.47	120.574	337.252	525.363	899.177
2570.624	593.535	366.199	53.333	118.759	313.901	507.669	873.068
2570.181	562.232	372.193	55.814	120.172	307.715	521.715	875.157
2518.406	567.001	377.619	55.144	122.454	310.681	525.252	853.066
2358.888	484.476	334.177	53.404	118.554	296.745	514.349	839.454
2585.754	557.668	368.941	56.271	124.082	316.901	550.245	894.608
2728.315	608.188	389.635	59.728	125.493	336.571	576.543	929.192
2766.894	611.374	397.763	61.102	125.777	341.33	599.989	938.67
2917.65	646.37	386.772	60.034	128.498	350.623	606.45	948.689
2886.502	613.767	391.082	61.039	130.285	359.561	618.77	963.558
2931.309	636.469	382.92	58.306	133.382	351.838	607.448	958.183
2861.636	640.688	400.245	57.701	135.018	368.377	634.733	979.723
2847.214	619.543	394.108	59.24	133.723	360.733	616.059	954.282
3011.361	694.423	410.045	61.525	141.13	383.928	647.3	993.377
3141.84	724.738	424.564	62.114	147.161	400.951	679.066	1013.786
3121.778	712.494	425.821	60.152	144.691	388.974	673.872	999.233
3213.902	701.358	439.216	57.897	144.251	386.763	656.317	980.158
3445.874	789.202	442.981	61.961	152.598	402.153	683.78	1014.241
3590.534	806.767	462.491	63.239	154.534	418.164	695.444	1043.38
3544.31	836.814	447.549	65.607	152.741	412.394	698.395	1039.998
3310.598	752.633	417.834	62.966	146.277	389.351	683.116	1013.38
3509.523	761.558	426.946	64.09	150.054	388.29	677.414	1014.928
3531.94	800.137	451.859	66.063	151.095	398.112	694.424	1034.043
3573.077	807.895	454.497	65.814	149.292	390.994	694.861	1041.06
3597.272	771.797	443.629	62.362	149.793	378.784	689.696	1055.71
3661.063	793.084	462.736	66.917	149.887	392.998	708.777	1045.583
3641.473	754.692	460.294	65.078	144.81	379.207	672.163	1047.942
3451.505	782.226	447.614	62.208	142.274	374.461	659.138	1042.92
3531.471	805.571	466.101	63.537	146.775	381.531	675.309	1072.065
3624.512	795.317	468.478	64.808	146.838	383.54	672.394	1061.131
3728.639	813.011	480.349	66.377	151.997	390.97	683.564	1086.713
3589.094	857.486	483.55	64.683	146.007	396.262	679.375	1093.096
3370.288	820.084	460.084	61.782	137.641	370.149	628.533	1064.151
3226.363	814.329	443.606	59.211	131.817	347.51	588.312	1033.099
3085.146	777.034	423.459	57.911	120.571	340.221	547.019	1012.688
3252.392	754.257	437.086	59.913	122.474	331.417	545.124	1027.519
3417.364	785.817	440.443	58.633	125.871	341.532	561.871	1054.815
3368.944	771.639	449.452	60.509	123.907	325.086	531.679	1050.627
3543.437	827.428	470.881	61.818	130.149	342.157	568.518	1069.548
3595.868	840.323	476.048	63.373	131.754	355.267	586.991	1095.761
3508.225	831.976	486.163	63.76	131.406	356.485	583.154	1109.941
3454.768	819.764	490.866	62.709	130.03	353.233	571.29	1109.37
3675.187	871.896	495.241	65.001	132.97	361.059	577.81	1121.679
3686.38	879.842	509.086	67.038	132.954	350.34	570.637	1129.728
3618.398	886.596	500.225	64.889	131.864	367.373	604.978	1153.702
3598.054	866.385	500.709	63.42	125.898	346.393	556.142	1151.092
3557.718	842.24	499.76	63.409	119.36	331.536	533.377	1149.201
3108.374	725.983	462.022	59.003	101.382	286.209	455.996	1073.35
3225.595	768.74	473.356	60.08	106.019	303.095	483.705	1101.138
2936.957	699.091	438.038	56.956	103.671	275.39	442.954	1018.86
3079.07	732.595	457.385	59.092	105.992	277.742	441.769	1049.377
3057.996	728.131	456.861	58.739	102.353	274.415	436.792	1049.489
3186.509	722.565	455.413	58.758	105.097	270.34	429.496	1033.686
3274.294	751.869	475.097	60.437	111.622	292.885	467.604	1061.853
3245.803	730.797	475.501	61.452	107.682	282.883	457.592	1021.091
3114.414	703.389	466.288	58.745	108.456	271.763	444.798	976.86
3248.898	728.87	475.794	60.719	112.041	295.025	499.728	1017.78
3147.261	742.474	478.722	59.784	112.076	303.641	511.682	1042.559
3380.619	776.372	480.828	62.213	112.613	307.193	518.508	1040.065
3442.515	786.207	479.648	62.425	116.377	318.12	546.528	1046.691
3469.354	806.87	488.227	63.755	119.082	323.696	558.07	1070.469
3347.074	768.104	481.844	61.781	113.24	305.9	519.723	1030.471
3369.615	762.792	489.966	62.186	113.739	300.083	513.613	1023.47
3335.867	755.685	474.469	60.577	114.047	292.148	496.91	996.492
3459.464	783.293	484.34	62.415	115.556	304.345	526.834	1037.274
3451.496	791.032	499.282	62.785	115.781	308.66	531.78	1050.394
3474.846	777.17	526.935	64.669	118.731	314.345	547.298	1070.409
3530.958	789.322	545.11	65.069	123.656	313.688	544.018	1071.269
3722.383	812.348	565.871	65.911	128.512	324.908	557.919	1087.338
3760.85	834.423	564.516	67.458	133.909	335.149	581.309	1102.935
3837.841	833.867	565.759	70.423	135.012	345.012	593.14	1118.146
3656.911	850.587	559.416	69.455	136.155	350.885	591.031	1124.209
3710.805	839.57	556.635	68.431	138.035	346.332	578.426	1128.917
3860.968	855.844	585.076	72.746	136.697	354.435	580.662	1164.563
3667.672	852.694	557.893	70.534	131.134	332.277	531.476	1158.369
3686.312	846.211	531.527	68.501	133.182	330.651	539.706	1142.322
3547.759	843.681	510.192	66.749	124.018	310.686	496.502	1144.729
3690.762	897.785	540.049	67.874	128.032	307.758	500.529	1166.286
3566.499	906.308	528.792	66.861	130.573	314.178	512.177	1176.831
3576.197	919.51	534.219	65.53	126.342	313.047	501.998	1186.378
3643.799	932.74	542.291	65.507	127.418	316.464	501.405	1199.956
3761.353	931.99	559.416	66.312	125.362	312.799	496.728	1201.294
3738.902	925.885	530.661	67.92	118.829	314.51	480.361	1216.015
3794.862	978.15	507.574	68.963	125.49	330.868	527.971	1226.243
