-6.572996445,1.0868364
-6.636404295,1.461381356
-6.645692773,1.727343461
-6.60952664,1.909835204
-6.532269002,2.024392875
-6.415240559,2.08039097
-6.257295948,2.082856041
-6.054943559,2.033375786
-5.458154939,1.706227517
-5.275331803,1.630404545
-5.178105269,1.588946155
-5.168516995,1.582699653
-6.082339118,1.892888119
-5.910844335,1.843659184
-5.496419756,1.718255253
-4.848656213,1.519638685
-2.099452447,0.604364013
-1.801197646,0.538620312
-2.017371819,0.655966649
-2.729738576,0.949983267
-6.411321125,1.200887813
-7.077735864,1.938285465
-7.203926352,2.86898295
-6.849456969,3.927162721
-4.144937948,6.838846315
-3.985251507,7.161610908
-4.175134297,6.96401494
-4.669183711,6.314739559
-7.298360494,3.493239036
-7.541683475,2.803951778
-7.376492907,2.367472082
-6.821869629,2.160046504
-4.345227024,3.498914958
-3.607077653,3.194095105
-3.052846615,2.569380856
-2.675964621,1.598577266
-2.496119605,-1.99117394
-2.480917785,-2.996157147
-2.668962794,-3.471909578
-3.065200386,-3.382934631
-4.912570532,-0.866252905
-5.196767552,-0.392506285
-5.167314599,-0.113942155
-4.838132954,-0.028081993
-3.071908053,-0.797557018
-2.724675984,-0.778642665
-2.554294279,-0.669866816
-2.553476071,-0.46807952
-3.167882454,0.431403198
-3.375569937,0.64057692
-3.583943042,0.705179332
-3.782376797,0.627011105
-4.425731341,0.115528513
-4.382511306,-0.047771434
-4.157083903,-0.219444818
-3.716849724,-0.416080352
-1.858223581,-1.285620634
-0.911246005,-1.443626026
-0.042754133,-1.354458373
0.65672038,-0.972991731
1.344625021,0.28491874
1.393346878,0.962435737
1.052524547,1.63723818
0.341275236,2.288195788
-1.665002541,3.451112295
-2.550733053,3.761408023
-3.369455496,3.83355527
-4.137778538,3.678747401
-5.938748242,2.68342654
-6.223082591,2.31990343
-6.058655782,1.971055489
-5.442699519,1.634812032
-1.982040992,1.308365208
-1.367171085,0.987666353
-1.261243873,0.685808361
-1.653831537,0.408501688
-4.597688474,-0.079777585
-5.005481374,-0.193670278
-5.058523366,-0.194345047
-4.763631419,-0.083612906
-2.552767,0.594131763
-2.120158991,0.768742582
-1.941572109,0.882261399
-2.02531823,0.93277462
-3.209556458,1.01734857
-3.527659745,0.893986595
-3.776520656,0.665040769
-3.949909905,0.341460033
-3.860896313,-1.484677446
-3.964052883,-1.340773544
-4.065193612,-0.758389869
-4.162200769,0.192175574
-4.650954873,-4.163569997
-4.563789488,-0.314356156
-4.343984451,5.559730135
-4.006641126,13.24733072
-2.917912765,39.78514092
-2.647025367,43.46625735
-2.505183636,42.66670134
-2.481386736,37.68010065
-3.6040201,12.84902172
-3.379673972,6.100793578
-2.869017345,1.5482907
-2.088951782,-0.886140732
0.166422401,3.734423403
0.924355236,3.145052632
1.434304393,2.4989307
1.709643529,1.809481626
1.93962122,0.711164534
1.731542417,0.136080498
1.289973067,-0.325016148
0.639365163,-0.682193492
-0.790813432,-0.848557466
-1.530536986,-1.06133733
-2.250829882,-1.240297903
-2.978171549,-1.392700606
-3.739356473,-1.523802257
-4.564886309,-1.637473588
-5.493304082,-1.736585976
-6.577895677,-1.823248426
